道具ID,描述,道具名称,道具描述,道具图标名称,道具品质      ,道具类型,道具类型参数,出售价格,使用等级限制,快速前往关卡,掉落系数,背包界面所属标签
25521,祖母绿项链(金),32063,32064,250001.png,5,1,[25521],2250,20,[],1,2
25529,翡翠吊坠(金),32117,32118,250004.png,5,1,[25529],5000,35,[],1,2
25533,翡翠项链(金),32119,32120,250003.png,4,1,[25533],5000,35,[],1,2
25553,冰蓝吊坠(金),32173,32174,250008.png,5,1,[25553],15000,50,[],1,2
25557,海洋之心(金),32175,32176,250007.png,5,1,[25557],15000,50,[],1,2
25577,龙牙吊坠(金),32229,32230,250009.png,5,1,[25577],25000,65,[],1,2
25581,龙晶石项链(金),32231,32232,250012.png,5,1,[25581],25000,65,[],1,2
50001,勇士碎片,33001,33002,h_soldierhead_10004.png,1,15,[10000],0,1,[],1,0
50002,矮人火枪手碎片,33003,33004,h_soldierhead_10204.png,1,15,[10200],0,1,[],1,0
50003,盗贼碎片,33005,33006,h_soldierhead_10304.png,1,15,[10300],0,1,[],1,0
50004,老铁匠碎片,33007,33008,h_soldierhead_10404.png,4,15,[10400],0,1,[],1,0
50005,魔剑士碎片,33009,33010,h_soldierhead_10505.png,5,15,[10500],0,1,[],1,0
50006,维京人之盾碎片,33011,33012,h_soldierhead_10604.png,4,15,[10600],0,1,[],1,0
50007,火焰女王碎片,33013,33014,h_soldierhead_10705.png,5,15,[10700],0,1,[],1,0
50008,牧师碎片,33015,33016,h_soldierhead_10905.png,3,15,[10900],0,1,[],1,0
50009,圣骑士碎片,33017,33018,h_soldierhead_11004.png,3,15,[11000],0,1,[],1,0
50010,盗贼小妹碎片,33019,33020,h_soldierhead_11200.png,1,15,[11200],0,1,[],1,0
50011,盗墓小弟碎片,33021,33022,h_soldierhead_11300.png,1,15,[11300],0,1,[],1,0
50012,爆破工碎片,33023,33024,h_soldierhead_11400.png,1,15,[11400],0,1,[],1,0
50013,黑衣刀手碎片,33025,33026,h_soldierhead_11600.png,1,15,[11600],0,1,[],1,0
50014,黑衣镖手碎片,33027,33028,h_soldierhead_11700.png,1,15,[11700],0,1,[],1,0
50015,盾卫碎片,33029,33030,h_soldierhead_12004.png,3,15,[12000],0,1,[],1,0
50016,嗜血狼人碎片,33031,33032,h_soldierhead_20005.png,3,15,[20000],0,1,[],1,0
50017,牛头人碎片,33033,33034,h_soldierhead_20505.png,4,15,[20500],0,1,[],1,0
50018,投石车碎片,33035,33036,h_soldierhead_20903.png,4,15,[20900],0,1,[],1,0
50019,野猪碎片,33037,33038,h_soldierhead_21100.png,1,15,[21100],0,1,[],1,0
50020,黑熊碎片,33039,33040,h_soldierhead_21200.png,1,15,[21200],0,1,[],1,0
50021,灰狼碎片,33041,33042,h_soldierhead_21300.png,1,15,[21300],0,1,[],1,0
50022,小精灵碎片,33043,33044,h_soldierhead_30000.png,1,15,[30000],0,1,[],1,0
50023,精灵射手碎片,33045,33046,h_soldierhead_30104.png,1,15,[30100],0,1,[],1,0
50024,小鹿碎片,33047,33048,h_soldierhead_30304.png,3,15,[30300],0,1,[],1,0
50025,水元素碎片,33049,33050,h_soldierhead_30404.png,1,15,[30400],0,1,[],1,0
50026,夜刃碎片,33051,33052,h_soldierhead_30505.png,5,15,[30500],0,1,[],1,0
50027,影舞者碎片,33053,33054,h_soldierhead_30805.png,4,15,[11100],0,1,[],1,0
50028,森巨人碎片,33055,33056,h_soldierhead_30905.png,4,15,[30900],0,1,[],1,0
50029,骷髅战士碎片,33057,33058,h_soldierhead_40003.png,1,15,[40000],0,1,[],1,0
50030,木乃伊碎片,33059,33060,h_soldierhead_40105.png,1,15,[40100],0,1,[],1,0
50031,骷髅弓手碎片,33061,33062,h_soldierhead_40203.png,1,15,[40200],0,1,[],1,0
50032,幽灵碎片,33063,33064,h_soldierhead_40304.png,3,15,[40300],0,1,[],1,0
50033,死灵召唤师碎片,33065,33066,h_soldierhead_40404.png,3,15,[40400],0,1,[],1,0
50034,雪女碎片,33067,33068,h_soldierhead_40504.png,5,15,[40500],0,1,[],1,0
50035,屠夫碎片,33069,33070,h_soldierhead_40603.png,3,15,[40600],0,1,[],1,0
50036,死亡骑士碎片,33071,33072,h_soldierhead_40705.png,3,15,[40700],0,1,[],1,0
50037,巫妖碎片,33073,33074,h_soldierhead_40805.png,5,15,[40800],0,1,[],1,0
50038,吸血鬼勋爵碎片,33075,33076,h_soldierhead_40904.png,4,15,[40900],0,1,[],1,0
50039,炽焰幼龙碎片,33077,33078,h_soldierhead_50004.png,5,15,[30600],0,1,[],1,0
50040,石巨人碎片,33079,33080,h_soldierhead_60004.png,3,15,[30700],0,1,[],1,0
50041,海巨人碎片,33081,33082,h_soldierhead_60104.png,5,15,[30800],0,1,[],1,0
50042,精灵女王碎片,33083,33084,h_soldierhead_31000.png,4,15,[31000],0,1,[],1,0
50043,火元素碎片,33085,33086,h_soldierhead_31100.png,3,15,[31100],0,1,[],1,0
50044,黑寡妇碎片,33087,33088,h_soldierhead_41000.png,4,15,[41000],0,1,[],1,0
100001,凤梨,30054,30055,icon_expfood_03.png,1,5,[100],125,1,[55+1],1,3
100002,香蕉,30052,30053,icon_expfood_02.png,1,5,[50],50,1,[55+1],1,3
100003,樱桃,30050,30051,icon_expfood_01.png,1,5,[20],25,1,[55+1],1,3
100004,火腿,30058,30059,icon_expfood_13.png,2,5,[200],360,1,[55+1]*[55+2],1,3
100005,面包,30056,30057,icon_expfood_05.png,2,5,[150],225,1,[55+1]*[55+2],1,3
100006,鸡肉,30060,30061,icon_expfood_08.png,3,5,[300],650,1,[55+1]*[55+2],1,3
100007,初级经验书,30062,30063,icon_expfood_09.png,4,5,[500],1250,1,[55+1]*[55+2],1,3
100008,中级经验书,30064,30065,icon_expfood_10.png,5,5,[1000],3125,1,[],1,3
100009,高级经验书,30066,30067,icon_expfood_11.png,6,5,[2000],6250,1,[],1,3
100010,特级经验书,30068,30069,icon_expfood_12.png,7,5,[5000],15625,1,[],1,3
110001,进化石,30100,30110,icon_evolution_01.png,1,12,[],10,1,[],1,4
120001,赤铜,30111,30110,icon_material_01.png,1,2,[],25,1,[55+1]*[55+2],1,4
120002,钢铁,30112,30110,icon_material_02.png,2,2,[],35,1,[55+1]*[55+2],1,4
120003,白银,30113,30110,icon_material_03.png,3,2,[],50,1,[],1,4
120004,紫金,30114,30110,icon_material_04.png,4,2,[],100,1,[],1,4
120005,绢布,30115,30110,icon_material_05.png,1,2,[],25,1,[55+1]*[55+2],1,4
120006,蚕丝,30116,30110,icon_material_06.png,2,2,[],35,1,[55+1]*[55+2],1,4
120007,七彩羽,30117,30110,icon_material_07.png,3,2,[],50,1,[],1,4
120008,龙鳞,30118,30110,icon_material_08.png,4,2,[],100,1,[],1,4
120009,琥珀,30119,30110,icon_material_09.png,1,2,[],25,1,[55+3],1,4
120010,翡翠,30120,30110,icon_material_10.png,2,2,[],35,1,[55+3],1,4
120011,水晶,30121,30110,icon_material_11.png,3,2,[],50,1,[],1,4
120012,星屑,30122,30110,icon_material_12.png,4,2,[],100,1,[],1,4
120013,锻造石,30123,30124,icon_material_15.png,1,2,[],25,1,[55+1]*[55+2],1,4
120014,强化石,30125,30126,icon_material_14.png,5,2,[],10,1,[],1,4
120015,火焰符石,30401,30402,icon_material_20.png,5,2,[],10,1,[55+2],1,4
120016,水纹符石,30403,30404,icon_material_21.png,5,2,[],10,1,[55+2],1,4
120017,庇护符石,30405,30406,icon_material_22.png,5,2,[],10,1,[55+2],1,4
120018,疾走符石,30407,30408,icon_material_23.png,5,2,[],10,1,[55+2],1,4
120019,闪耀符石,30409,30410,icon_material_24.png,5,2,[],10,1,[55+2],1,4
120101,20级利刃图纸,30127,30128,200051.png,1,2,[1],75,1,[55+1]*[55+3],1,4
120102,20级手杖图纸,30129,30130,200058.png,1,2,[1],75,1,[55+1]*[55+3],1,4
120103,20级铸剑图纸,30131,30132,200050.png,1,2,[1],75,1,[55+1]*[55+3],1,4
120104,20级枪弓图纸,30133,30134,200017.png,1,2,[1],75,1,[55+1]*[55+3],1,4
120105,20级法杖图纸,30135,30136,200036.png,1,2,[1],75,1,[55+1]*[55+3],1,4
120106,35级铸剑图纸,30137,30138,200011.png,2,2,[1],100,1,[55+1],1,4
120107,35级枪弓图纸,30139,30140,200020.png,2,2,[1],100,1,[55+1],1,4
120108,35级利刃图纸,30141,30142,200052.png,2,2,[1],100,1,[55+1],1,4
120109,35级法杖图纸,30143,30144,200055.png,2,2,[1],100,1,[55+1],1,4
120110,35级手杖图纸,30145,30146,200043.png,2,2,[1],100,1,[55+1],1,4
120111,50级铸剑图纸,30147,30148,200023.png,3,2,[1],125,1,[55+1],1,4
120112,50级枪弓图纸,30149,30150,200022.png,3,2,[1],125,1,[55+1],1,4
120113,50级利刃图纸,30151,30152,200053.png,3,2,[1],125,1,[55+1],1,4
120114,50级法杖图纸,30153,30154,200056.png,3,2,[1],125,1,[55+1],1,4
120115,50级手杖图纸,30155,30156,200042.png,3,2,[1],125,1,[55+1],1,4
120116,65级铸剑图纸,30157,30158,200014.png,4,2,[1],150,1,[],1,4
120117,65级枪弓图纸,30159,30160,200025.png,4,2,[1],150,1,[],1,4
120118,65级利刃图纸,30161,30162,200054.png,4,2,[1],150,1,[],1,4
120119,65级法杖图纸,30163,30164,200057.png,4,2,[1],150,1,[],1,4
120120,65级手杖图纸,30165,30166,200059.png,4,2,[1],150,1,[],1,4
120121,20级兜帽图纸,30167,30168,210029.png,1,2,[1],75,1,[55+1]*[55+3],1,4
120122,20级头环图纸,30169,30170,210055.png,1,2,[1],75,1,[55+1]*[55+3],1,4
120123,20级战盔图纸,30171,30172,210006.png,1,2,[1],75,1,[55+1]*[55+3],1,4
120124,20级毡帽图纸,30173,30174,210017.png,1,2,[1],75,1,[55+1]*[55+3],1,4
120125,20级高帽图纸,30175,30176,210033.png,1,2,[1],75,1,[55+1]*[55+3],1,4
120126,35级战盔图纸,30177,30178,210050.png,2,2,[1],100,1,[55+1],1,4
120127,35级毡帽图纸,30179,30180,210022.png,2,2,[1],100,1,[55+1],1,4
120128,35级兜帽图纸,30181,30182,210026.png,2,2,[1],100,1,[55+1],1,4
120129,35级高帽图纸,30183,30184,210042.png,2,2,[1],100,1,[55+1],1,4
120130,35级头环图纸,30185,30186,210043.png,2,2,[1],100,1,[55+1],1,4
120131,50级战盔图纸,30187,30188,210051.png,3,2,[1],125,1,[55+1],1,4
120132,50级毡帽图纸,30189,30190,210025.png,3,2,[1],125,1,[55+1],1,4
120133,50级兜帽图纸,30191,30192,210036.png,3,2,[1],125,1,[55+1],1,4
120134,50级高帽图纸,30193,30194,210041.png,3,2,[1],125,1,[55+1],1,4
120135,50级头环图纸,30195,30196,210056.png,3,2,[1],125,1,[55+1],1,4
120136,65级战盔图纸,30197,30198,210014.png,4,2,[1],150,1,[],1,4
120137,65级毡帽图纸,30199,30200,210052.png,4,2,[1],150,1,[],1,4
120138,65级兜帽图纸,30201,30202,210053.png,4,2,[1],150,1,[],1,4
120139,65级高帽图纸,30203,30204,210054.png,4,2,[1],150,1,[],1,4
120140,65级头环图纸,30205,30206,210057.png,4,2,[1],150,1,[],1,4
120141,20级披风图纸,30207,30208,220029.png,1,2,[1],75,1,[55+1]*[55+3],1,4
120142,20级软袍图纸,30209,30210,220057.png,1,2,[1],75,1,[55+1]*[55+3],1,4
120143,20级铠甲图纸,30211,30212,220006.png,1,2,[1],75,1,[55+1]*[55+3],1,4
120144,20级外套图纸,30213,30214,220017.png,1,2,[1],75,1,[55+1]*[55+3],1,4
120145,20级法袍图纸,30215,30216,220053.png,1,2,[1],75,1,[55+1]*[55+3],1,4
120146,35级铠甲图纸,30217,30218,220009.png,2,2,[1],100,1,[55+1],1,4
120147,35级外套图纸,30219,30220,220026.png,2,2,[1],100,1,[55+1],1,4
120148,35级披风图纸,30221,30222,220050.png,2,2,[1],100,1,[55+1],1,4
120149,35级法袍图纸,30223,30224,220054.png,2,2,[1],100,1,[55+1],1,4
120150,35级软袍图纸,30225,30226,220058.png,2,2,[1],100,1,[55+1],1,4
120151,50级铠甲图纸,30227,30228,220043.png,3,2,[1],125,1,[55+1],1,4
120152,50级外套图纸,30229,30230,220022.png,3,2,[1],125,1,[55+1],1,4
120153,50级披风图纸,30231,30232,220051.png,3,2,[1],125,1,[55+1],1,4
120154,50级法袍图纸,30233,30234,220055.png,3,2,[1],125,1,[55+1],1,4
120155,50级软袍图纸,30235,30236,220059.png,3,2,[1],125,1,[55+1],1,4
120156,65级铠甲图纸,30237,30238,220014.png,4,2,[1],150,1,[],1,4
120157,65级外套图纸,30239,30240,220025.png,4,2,[1],150,1,[],1,4
120158,65级披风图纸,30241,30242,220052.png,4,2,[1],150,1,[],1,4
120159,65级法袍图纸,30243,30244,220056.png,4,2,[1],150,1,[],1,4
120160,65级软袍图纸,30245,30246,220060.png,4,2,[1],150,1,[],1,4
120161,20级筒靴图纸,30247,30248,230003.png,1,2,[1],75,1,[55+1]*[55+3],1,4
120162,20级软靴图纸,30249,30250,230030.png,1,2,[1],75,1,[55+1]*[55+3],1,4
120163,20级战靴图纸,30251,30252,230009.png,1,2,[1],75,1,[55+1]*[55+3],1,4
120164,20级胫甲图纸,30253,30254,230017.png,1,2,[1],75,1,[55+1]*[55+3],1,4
120165,20级法靴图纸,30255,30256,230033.png,1,2,[1],75,1,[55+1]*[55+3],1,4
120166,35级战靴图纸,30257,30258,230006.png,2,2,[1],100,1,[55+1],1,4
120167,35级胫甲图纸,30259,30260,230020.png,2,2,[1],100,1,[55+1],1,4
120168,35级筒靴图纸,30261,30262,230023.png,2,2,[1],100,1,[55+1],1,4
120169,35级法靴图纸,30263,30264,230052.png,2,2,[1],100,1,[55+1],1,4
120170,35级软靴图纸,30265,30266,230039.png,2,2,[1],100,1,[55+1],1,4
120171,50级战靴图纸,30267,30268,230050.png,3,2,[1],125,1,[55+1],1,4
120172,50级胫甲图纸,30269,30270,230022.png,3,2,[1],125,1,[55+1],1,4
120173,50级筒靴图纸,30271,30272,230051.png,3,2,[1],125,1,[55+1],1,4
120174,50级法靴图纸,30273,30274,230053.png,3,2,[1],125,1,[55+1],1,4
120175,50级软靴图纸,30275,30276,230042.png,3,2,[1],125,1,[55+1],1,4
120176,65级战靴图纸,30277,30278,230014.png,4,2,[1],150,1,[],1,4
120177,65级胫甲图纸,30279,30280,230025.png,4,2,[1],150,1,[],1,4
120178,65级筒靴图纸,30281,30282,230026.png,4,2,[1],150,1,[],1,4
120179,65级法靴图纸,30283,30284,230043.png,4,2,[1],150,1,[],1,4
120180,65级软靴图纸,30285,30286,230041.png,4,2,[1],150,1,[],1,4
120181,20级指环图纸,30287,30288,240007.png,1,2,[1],75,1,[55+3],1,4
120182,20级指环图纸,30289,30290,240004.png,1,2,[1],75,1,[55+3],1,4
120183,35级指环图纸,30291,30292,240028.png,2,2,[1],100,1,[55+3],1,4
120184,35级指环图纸,30293,30294,240025.png,2,2,[1],100,1,[55+3],1,4
120185,50级指环图纸,30295,30296,240059.png,3,2,[1],125,1,[55+3],1,4
120186,50级指环图纸,30297,30298,240058.png,3,2,[1],125,1,[55+3],1,4
120187,65级指环图纸,30299,30300,240064.png,4,2,[1],150,1,[55+3],1,4
120188,65级指环图纸,30301,30302,240063.png,4,2,[1],150,1,[55+3],1,4
120189,20级首饰图纸,30303,30304,250002.png,1,2,[1],75,1,[55+3],1,4
120190,20级首饰图纸,30305,30306,250001.png,1,2,[1],75,1,[55+3],1,4
120191,35级首饰图纸,30307,30308,250004.png,2,2,[1],100,1,[55+3],1,4
120192,35级首饰图纸,30309,30310,250003.png,2,2,[1],100,1,[55+3],1,4
120193,50级首饰图纸,30311,30312,250008.png,3,2,[1],125,1,[55+3],1,4
120194,50级首饰图纸,30313,30314,250007.png,3,2,[1],125,1,[55+3],1,4
120195,65级首饰图纸,30315,30316,250009.png,4,2,[1],150,1,[],1,4
120196,65级首饰图纸,30317,30318,250012.png,4,2,[1],150,1,[],1,4
120197,20级重锤图纸,30319,30320,200068.png,1,2,[1],75,,[55+1],1,4
120198,35级重锤图纸,30321,30322,200069.png,2,2,[1],100,,[55+1],1,4
120199,50级重锤图纸,30323,30324,200070.png,3,2,[1],125,,[55+1],1,4
120200,65级重锤图纸,30325,30326,200070.png,4,2,[1],150,,[],1,4
120201,20级头盔图纸,30327,30328,210066.png,1,2,[1],75,,[55+1],1,4
120202,35级头盔图纸,30329,30330,210067.png,2,2,[1],100,,[55+1],1,4
120203,50级头盔图纸,30331,30332,210068.png,3,2,[1],125,,[55+1],1,4
120204,65级头盔图纸,30333,30334,210068.png,4,2,[1],150,,[],1,4
120205,20级盔甲图纸,30335,30336,220069.png,1,2,[1],75,,[55+1],1,4
120206,35级盔甲图纸,30337,30338,220070.png,2,2,[1],100,,[55+1],1,4
120207,50级盔甲图纸,30339,30340,220071.png,3,2,[1],125,,[55+1],1,4
120208,65级盔甲图纸,30341,30342,220071.png,4,2,[1],150,,[],1,4
120209,20级护靴图纸,30343,30344,230062.png,1,2,[1],75,,[55+1],1,4
120210,35级护靴图纸,30345,30346,230063.png,2,2,[1],100,,[55+1],1,4
120211,50级护靴图纸,30347,30348,230064.png,3,2,[1],125,,[55+1],1,4
120212,65级护靴图纸,30349,30350,230064.png,4,2,[1],150,,[],1,4
201001,手斧生成器(白),32017,32018,200003.png,1,13,[201001],0,1,[],1,0
201002,手斧生成器(绿),32017,32018,200003.png,2,13,[201002],0,1,[],1,0
201005,短杖生成器(白),32003,32004,200029.png,1,13,[201005],0,1,[],1,0
201006,短杖生成器(绿),32003,32004,200029.png,2,13,[201006],0,1,[],1,0
201009,粗制短刃生成器(白),32001,32002,200051.png,1,13,[201009],0,1,[],1,0
201010,粗制短刃生成器(绿),32001,32002,200051.png,2,13,[201010],0,1,[],1,0
201011,粗制短刃生成器(蓝),32001,32002,200051.png,3,13,[201011],0,1,[],1,0
201012,粗制短刃生成器(紫),32001,32002,200051.png,4,13,[201012],0,1,[],1,0
201013,祈福手杖生成器(白),32019,32020,200058.png,1,13,[201013],0,1,[],1,0
201014,祈福手杖生成器(绿),32019,32020,200058.png,2,13,[201014],0,1,[],1,0
201015,祈福手杖生成器(蓝),32019,32020,200058.png,3,13,[201015],0,1,[],1,0
201016,祈福手杖生成器(紫),32019,32020,200058.png,4,13,[201016],0,1,[],1,0
201017,单手剑生成器(白),32033,32034,200050.png,1,13,[201017],0,1,[],1,0
201018,单手剑生成器(绿),32033,32034,200050.png,2,13,[201018],0,1,[],1,0
201019,单手剑生成器(蓝),32033,32034,200050.png,3,13,[201019],0,1,[],1,0
201020,单手剑生成器(紫),32033,32034,200050.png,4,13,[201020],0,1,[],1,0
201021,藤蔓长弓生成器(白),32035,32036,200017.png,1,13,[201021],0,1,[],1,0
201022,藤蔓长弓生成器(绿),32035,32036,200017.png,2,13,[201022],0,1,[],1,0
201023,藤蔓长弓生成器(蓝),32035,32036,200017.png,3,13,[201023],0,1,[],1,0
201024,藤蔓长弓生成器(紫),32035,32036,200017.png,4,13,[201024],0,1,[],1,0
201025,学徒法杖生成器(白),32037,32038,200036.png,1,13,[201025],0,1,[],1,0
201026,学徒法杖生成器(绿),32037,32038,200036.png,2,13,[201026],0,1,[],1,0
201027,学徒法杖生成器(蓝),32037,32038,200036.png,3,13,[201027],0,1,[],1,0
201028,学徒法杖生成器(紫),32037,32038,200036.png,4,13,[201028],0,1,[],1,0
201029,好胜之剑生成器(白),32065,32066,200011.png,1,13,[201029],0,1,[],1,0
201030,好胜之剑生成器(绿),32065,32066,200011.png,2,13,[201030],0,1,[],1,0
201031,好胜之剑生成器(蓝),32065,32066,200011.png,3,13,[201031],0,1,[],1,0
201032,好胜之剑生成器(紫),32065,32066,200011.png,4,13,[201032],0,1,[],1,0
201037,水晶弓生成器(白),32069,32070,200020.png,1,13,[201037],0,1,[],1,0
201038,水晶弓生成器(绿),32069,32070,200020.png,2,13,[201038],0,1,[],1,0
201039,水晶弓生成器(蓝),32069,32070,200020.png,3,13,[201039],0,1,[],1,0
201040,水晶弓生成器(紫),32069,32070,200020.png,4,13,[201040],0,1,[],1,0
201041,剜心利刃生成器(白),32071,32072,200052.png,1,13,[201041],0,1,[],1,0
201042,剜心利刃生成器(绿),32071,32072,200052.png,2,13,[201042],0,1,[],1,0
201043,剜心利刃生成器(蓝),32071,32072,200052.png,3,13,[201043],0,1,[],1,0
201044,剜心利刃生成器(紫),32071,32072,200052.png,4,13,[201044],0,1,[],1,0
201045,破魔法杖生成器(白),32073,32074,200055.png,1,13,[201045],0,1,[],1,0
201046,破魔法杖生成器(绿),32073,32074,200055.png,2,13,[201046],0,1,[],1,0
201047,破魔法杖生成器(蓝),32073,32074,200055.png,3,13,[201047],0,1,[],1,0
201048,破魔法杖生成器(紫),32073,32074,200055.png,4,13,[201048],0,1,[],1,0
201049,暮夜手杖生成器(白),32075,32076,200043.png,1,13,[201049],0,1,[],1,0
201050,暮夜手杖生成器(绿),32075,32076,200043.png,2,13,[201050],0,1,[],1,0
201051,暮夜手杖生成器(蓝),32075,32076,200043.png,3,13,[201051],0,1,[],1,0
201052,暮夜手杖生成器(紫),32075,32076,200043.png,4,13,[201052],0,1,[],1,0
201053,破军大剑生成器(白),32121,32122,200023.png,1,13,[201053],0,1,[],1,0
201054,破军大剑生成器(绿),32121,32122,200023.png,2,13,[201054],0,1,[],1,0
201055,破军大剑生成器(蓝),32121,32122,200023.png,3,13,[201055],0,1,[],1,0
201056,破军大剑生成器(紫),32121,32122,200023.png,4,13,[201056],0,1,[],1,0
201061,旧式火枪生成器(白),32125,32126,200022.png,1,13,[201061],0,1,[],1,0
201062,旧式火枪生成器(绿),32125,32126,200022.png,2,13,[201062],0,1,[],1,0
201063,旧式火枪生成器(蓝),32125,32126,200022.png,3,13,[201063],0,1,[],1,0
201064,旧式火枪生成器(紫),32125,32126,200022.png,4,13,[201064],0,1,[],1,0
201065,毒淬之刃生成器(白),32127,32128,200053.png,1,13,[201065],0,1,[],1,0
201066,毒淬之刃生成器(绿),32127,32128,200053.png,2,13,[201066],0,1,[],1,0
201067,毒淬之刃生成器(蓝),32127,32128,200053.png,3,13,[201067],0,1,[],1,0
201068,毒淬之刃生成器(紫),32127,32128,200053.png,4,13,[201068],0,1,[],1,0
201069,杜克魔杖生成器(白),32129,32130,200056.png,1,13,[201069],0,1,[],1,0
201070,杜克魔杖生成器(绿),32129,32130,200056.png,2,13,[201070],0,1,[],1,0
201071,杜克魔杖生成器(蓝),32129,32130,200056.png,3,13,[201071],0,1,[],1,0
201072,杜克魔杖生成器(紫),32129,32130,200056.png,4,13,[201072],0,1,[],1,0
201073,黎明手杖生成器(白),32131,32132,200042.png,1,13,[201073],0,1,[],1,0
201074,黎明手杖生成器(绿),32131,32132,200042.png,2,13,[201074],0,1,[],1,0
201075,黎明手杖生成器(蓝),32131,32132,200042.png,3,13,[201075],0,1,[],1,0
201076,黎明手杖生成器(紫),32131,32132,200042.png,4,13,[201076],0,1,[],1,0
201077,秘银圣剑生成器(白),32177,32178,200014.png,1,13,[201077],0,1,[],1,0
201078,秘银圣剑生成器(绿),32177,32178,200014.png,2,13,[201078],0,1,[],1,0
201079,秘银圣剑生成器(蓝),32177,32178,200014.png,3,13,[201079],0,1,[],1,0
201080,秘银圣剑生成器(紫),32177,32178,200014.png,4,13,[201080],0,1,[],1,0
201085,铜制火枪生成器(白),32181,32182,200025.png,1,13,[201085],0,1,[],1,0
201086,铜制火枪生成器(绿),32181,32182,200025.png,2,13,[201086],0,1,[],1,0
201087,铜制火枪生成器(蓝),32181,32182,200025.png,3,13,[201087],0,1,[],1,0
201088,铜制火枪生成器(紫),32181,32182,200025.png,4,13,[201088],0,1,[],1,0
201089,弑君之刃生成器(白),32183,32184,200054.png,1,13,[201089],0,1,[],1,0
201090,弑君之刃生成器(绿),32183,32184,200054.png,2,13,[201090],0,1,[],1,0
201091,弑君之刃生成器(蓝),32183,32184,200054.png,3,13,[201091],0,1,[],1,0
201092,弑君之刃生成器(紫),32183,32184,200054.png,4,13,[201092],0,1,[],1,0
201093,恶灵魔杖生成器(白),32185,32186,200057.png,1,13,[201093],0,1,[],1,0
201094,恶灵魔杖生成器(绿),32185,32186,200057.png,2,13,[201094],0,1,[],1,0
201095,恶灵魔杖生成器(蓝),32185,32186,200057.png,3,13,[201095],0,1,[],1,0
201096,恶灵魔杖生成器(紫),32185,32186,200057.png,4,13,[201096],0,1,[],1,0
201097,救赎手杖生成器(白),32187,32188,200059.png,1,13,[201097],0,1,[],1,0
201098,救赎手杖生成器(绿),32187,32188,200059.png,2,13,[201098],0,1,[],1,0
201099,救赎手杖生成器(蓝),32187,32188,200059.png,3,13,[201099],0,1,[],1,0
201100,救赎手杖生成器(紫),32187,32188,200059.png,4,13,[201100],0,1,[],1,0
201101,守卫钉锤生成器(白）,32253,32254,200068.png,1,13,[201101],0,1,[],1,0
201102,守卫钉锤生成器(绿）,32253,32254,200068.png,2,13,[201102],0,1,[],1,0
201103,守卫钉锤生成器(蓝),32253,32254,200068.png,3,13,[201103],0,1,[],1,0
201104,守卫钉锤生成器(紫),32253,32254,200068.png,4,13,[201104],0,1,[],1,0
201105,精钢锤生成器(白）,32255,32256,200069.png,1,13,[201105],0,1,[],1,0
201106,精钢锤生成器(绿）,32255,32256,200069.png,2,13,[201106],0,1,[],1,0
201107,精钢锤生成器(蓝),32255,32256,200069.png,3,13,[201107],0,1,[],1,0
201108,精钢锤生成器(紫),32255,32256,200069.png,4,13,[201108],0,1,[],1,0
201109,圣骑士锤生成器(白）,32257,32258,200070.png,1,13,[201109],0,1,[],1,0
201110,圣骑士锤生成器(绿）,32257,32258,200070.png,2,13,[201110],0,1,[],1,0
201111,圣骑士锤生成器(蓝),32257,32258,200070.png,3,13,[201111],0,1,[],1,0
201112,圣骑士锤生成器(紫),32257,32258,200070.png,4,13,[201112],0,1,[],1,0
201113,65守卫武器生成器(白）,32259,32260,200070.png,1,13,[201113],0,1,[],1,0
201114,65守卫武器生成器(绿）,32259,32260,200070.png,2,13,[201114],0,1,[],1,0
201115,65守卫武器生成器(蓝),32259,32260,200070.png,3,13,[201115],0,1,[],1,0
201116,65守卫武器生成器(紫),32259,32260,200070.png,4,13,[201116],0,1,[],1,0
201501,角斗之斧生成器(金),32243,32244,200012.png,5,13,[201501],0,1,[],1,0
201509,粗制短刃生成器(金),32001,32002,200051.png,5,13,[201509],0,1,[],1,0
201513,祈福手杖生成器(金),32019,32020,200058.png,5,13,[201513],0,1,[],1,0
201517,单手剑生成器(金),32033,32034,200050.png,5,13,[201517],0,1,[],1,0
201521,藤蔓长弓生成器(金),32035,32036,200017.png,5,13,[201521],0,1,[],1,0
201525,学徒法杖生成器(金),32037,32038,200036.png,5,13,[201525],0,1,[],1,0
201529,好胜之剑生成器(金),32065,32066,200011.png,5,13,[201529],0,1,[],1,0
201537,水晶弓生成器(金),32069,32070,200020.png,5,13,[201537],0,1,[],1,0
201541,剜心利刃生成器(金),32071,32072,200052.png,5,13,[201541],0,1,[],1,0
201545,破魔法杖生成器(金),32073,32074,200055.png,5,13,[201545],0,1,[],1,0
201549,暮夜手杖生成器(金),32075,32076,200043.png,5,13,[201549],0,1,[],1,0
201553,破军大剑生成器(金),32121,32122,200023.png,5,13,[201553],0,1,[],1,0
201561,旧式火枪生成器(金),32125,32126,200022.png,5,13,[201561],0,1,[],1,0
201565,毒淬之刃生成器(金),32127,32128,200053.png,5,13,[201565],0,1,[],1,0
201569,杜克魔杖生成器(金),32129,32130,200056.png,5,13,[201569],0,1,[],1,0
201573,黎明手杖生成器(金),32131,32132,200042.png,5,13,[201573],0,1,[],1,0
201577,秘银圣剑生成器(金),32177,32178,200014.png,5,13,[201577],0,1,[],1,0
