增益ID,描述,BUFF标识,层数,buff生命周期,回收添加新BUFF的条件,回收时添加的新buff_ID,Buff特效动画ID,buffUI表现ID,buff特效播放点,特效是否跟随移动,buff目标,首次生效时间,生效总次数,Buff触发类型,Buff触发类型参数,生效条件1,生效条件2,生效条件3,生效条件4,Buff生效时目标结算ID,Buff生效时对召唤师结算ID,Buff失效时目标结算ID,Buff失效时召唤师结算ID,是否加载技能
40706,恐惧光环表现,3,1,-1,0,[],[40702],0,3,1,40701,1,-1,1,[1450],Is_HasBuffTarget(),Is_BuffSkillReady(0*40703),,,[],[],[],[],40703
40728,瘟疫之盾,3,1,1500,0,[],[40701],0,2,1,-1,1,-1,12,[1],Is_HasBuffTarget(),,,,[40703],[40703],[],[],0
40821,摄魂概率,3,1,200,0,[],[],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),Is_Random(33),,,[],[],[],[],40812
40822,摄魂晕眩,2,1,400,0,[],[],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[40841],[40841],[],[],0
40901,鲜血盛宴,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[40906],[40906],[],[],0
40906,标示，开三搜buff,3,1,-1,0,[],[],0,2,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[42+40007],[42+40007],0
40911,延时换表现ID,3,1,-1,0,[],[],0,2,1,-1,2400,1,1,[1],Is_HasBuffTarget(),,,,[40917],[40917],[],[],0
40912,概率诅咒秒杀,3,1,100,0,[],[],0,2,1,-1,1,1,1,[1],Is_HasBuffTarget(),Is_Random(33),,,[],[],[],[],40908
40913,秒杀特效,3,1,1000,0,[],[40907],0,2,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[40915],[40915],[],[],0
41001,中毒伤害,2,1,5000,0,[],[41002],0,2,1,-1,500,-1,1,[500],Is_HasBuffTarget(),,,,[41002],[41003],[],[],0
41002,死亡毒雾,1,1,-1,0,[],[40110],0,3,1,40101,1,-1,1,[1000],Is_HasBuffTarget(),,,,[41004],[41004],[],[],0
41003,治疗毒雾,1,1,-1,0,[],[],0,0,0,40103,1,-1,1,[1000],Is_HasBuffTarget(),,,,[41005],[41005],[],[],0
41004,召唤毒雾,1,1,1000,0,[],[],0,0,0,-1,400,-1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*560*0),,,[],[],[],[],41003
,,,,,,,,,,,,,,,,,,,,,,,,
91500,莱奥开大招计时BUFF,3,1,120000,0,[],[],0,3,1,-1,0,0,1,[5],,,,,[],[],[],[],0
,,,,,,,,,,,,,,,,,,,,,,,,
100100,出场限制莱奥召唤士兵CD,3,1,20000,0,[],[],0,3,1,3,1,1,1,[5],Is_HasBuffTarget(),,,,[100101],[100101],[],[],0
100101,召唤巨熊,3,1,-1,0,[],[],0,1,1,-1,3000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*1500*0),,,[],[],[],[],100101
100102,召唤巨熊延迟时间,3,1,-1,0,[],[],0,1,1,-1,1000,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],100102
100103,取消限制莱奥CD,3,1,70000,0,[],[],0,3,1,3,40000,1,1,[5],Is_HasBuffTarget(),,,,[100102],[100102],[],[],0
100104,新手BOSS4分钟自杀,3,1,240000,0,[],[],0,3,1,-1,239000,1,1,[5],Is_HasBuffTarget(),,,,[100103],[100103],[],[],0
101400,召唤大树,3,1,6000,0,[],[],0,3,1,-1,200,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*1100*0),,,[],[],[],[],101400
101402,召唤大石头,3,1,6000,0,[],[],0,3,1,-1,200,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*800*0),,,[],[],[],[],101402
101403,召唤牧师,3,1,6000,0,[],[],0,3,1,-1,200,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*1500*0),,,[],[],[],[],101403
101404,召唤一星骷髅战士前,3,1,12000,0,[],[],0,0,0,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*300*0),,,[],[],[],[],101404
101405,召唤一星骷髅战士后,3,1,12000,0,[],[],0,0,0,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*150*0),,,[],[],[],[],101405
101600,计时buff,3,1,60000,0,[],[],0,0,0,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],0
101601,嗜血光环,3,1,-1,0,[],[32],0,3,1,101601,1,-1,1,[600],Is_HasBuffTarget(),,,,[],[],[],[],101601
101602,召唤一星骷髅战士后,3,1,15000,0,[],[],0,0,0,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*150*0),,,[],[],[],[],101404
101604,召唤二星骷髅战士前,3,1,15000,0,[],[],0,0,0,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*300*0),,,[],[],[],[],101405
101605,召唤二星骷髅射手后,3,1,15000,0,[],[],0,0,0,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*150*0),,,[],[],[],[],101604
101606,召唤三星骷髅将军,3,1,600000,0,[],[],0,0,0,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*300*0),,,[],[],[],[],101605
101608,嗜血BUFF,3,1,-1,0,[],[111402],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[101608],[101608],[],[],0
101803,骷髅天降1,3,1,-1,0,[],[],0,3,1,-1,1000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*-100*0),,,[],[],[],[],101803
101804,骷髅天降2,3,1,-1,0,[],[],0,3,1,-1,1000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*100*0),,,[],[],[],[],101804
101805,标志Buff持续20S,3,1,30000,0,[],[],0,3,1,-1,29800,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],101805
101806,骷髅战士1,3,1,40000,0,[],[],0,3,1,-1,200,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*850*0),,,[],[],[],[],101806
101807,骷髅战士1,3,1,40000,0,[],[],0,3,1,-1,200,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*950*0),,,[],[],[],[],101807
101817,百鬼夜行倒计时buff1,3,1,42000,0,[],[],0,3,1,-1,2600,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*-175*0),,,[],[],[],[],101817
101818,百鬼夜行倒计时buff2,3,1,42000,0,[],[],0,3,1,-1,2600,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*175*0),,,[],[],[],[],101818
101819,百鬼夜行倒计时buff3,3,1,42000,0,[],[],0,3,1,-1,2600,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*350*0),,,[],[],[],[],101819
101900,巫妖亡灵天灾计时,3,1,40000,0,[],[],0,2,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
101901,亡灵大军1（还有用到）,3,1,-1,0,[],[],0,2,1,-1,2600,2,1,[3800],Is_HasBuffTarget(),Is_HasSkillPoint(1*200*0),,,[],[],[],[],101901
101902,亡灵大军2,3,1,20000,0,[],[],0,2,1,-1,2800,2,1,[3400],Is_HasBuffTarget(),Is_HasSkillPoint(1*350*0),,,[],[],[],[],101902
101980,死亡召唤骷髅战士,3,1,-1,0,[],[],0,0,0,-1,5,1,2,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],101980
102002,圣盾术回血,3,1,6000,0,[],[],0,3,1,-1,1,-1,1,[600],Is_HasBuffTarget(),,,,[102002],[102002],[],[],0
102003,圣盾术加防御,3,1,7000,0,[],[11002],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[102003],[102003],[102004],[102004],0
102101,标志Buff,3,1,20000,0,[],[],0,3,1,-1,0,0,1,[5],,,,,[],[],[],[],0
102102,骑士战吼BUFF(目标),1,1,3200,0,[],[11003],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[102102],[102102],[102103],[102103],0
102201,罗迪亚克庇护光环,3,1,-1,0,[],[36],0,3,1,102200,5,-1,1,[5000],Is_HasBuffTarget(),,,,[],[],[],[],102201
102202,庇护结算光环,3,1,-1,0,[],[],0,3,1,-1,5,1,1,[5000],Is_HasBuffTarget(),,,,[102200],[102200],[],[],
102300,熊怪护盾,3,1,-1,0,[],[130100],0,2,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[102300],[102300],[102301],[102301],0
102305,传送门,3,1,10000,0,[],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1200*0),,,[],[],[],[],102305
102306,爆炸精灵,3,1,30000,0,[],[],0,1,1,-1,3000,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*100*0),,,[],[],[],[],102306
102500,计时器2,3,1,60000,0,[],[],0,2,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
102501,召唤小蜘蛛卵,3,1,12000,0,[102512],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*300*0),,,[],[],[],[],102501
102502,召唤蓝蜘蛛卵,3,1,13000,0,[102522],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*550*0),,,[],[],[],[],102502
102503,召唤红蜘蛛卵,3,1,14000,0,[102523],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*800*0),,,[],[],[],[],102503
102504,召唤小蜘蛛,3,1,10000,0,[],[],0,1,1,-1,9800,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],102504
102505,召唤蓝蜘蛛,3,1,10000,0,[],[],0,1,1,-1,9800,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],102505
102506,召唤红蜘蛛,3,1,10000,0,[],[],0,1,1,-1,9800,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],102506
102507,控制召唤时间BUFF,3,1,8000,0,[],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
102508,召唤小蜘蛛控制时间BUFF,3,1,8000,0,[],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
102509,小蜘蛛中毒BUFF（LV1）,2,1,3000,0,[],[100205],0,2,1,-1,1,-1,1,[999],Is_HasBuffTarget(),,,,[102505],[102505],[],[],0
102509,小蜘蛛中毒BUFF（LV2）,2,2,3000,0,[],[100205],0,2,1,-1,1,-1,1,[999],Is_HasBuffTarget(),,,,[102506],[102506],[],[],0
102509,小蜘蛛中毒BUFF（LV3）,2,3,3000,0,[],[100205],0,2,1,-1,1,-1,1,[999],Is_HasBuffTarget(),,,,[102507],[102507],[],[],0
102510,红蜘蛛燃烧BUFF（LV1）,2,1,3000,0,[],[10],0,3,1,-1,1,-1,1,[999],Is_HasBuffTarget(),,,,[102508],[102508],[],[],0
102510,红蜘蛛燃烧BUFF（LV2）,2,2,3000,0,[],[10],0,3,1,-1,1,-1,1,[999],Is_HasBuffTarget(),,,,[102509],[102509],[],[],0
102510,红蜘蛛燃烧BUFF（LV3）,2,3,3000,0,[],[10],0,3,1,-1,1,-1,1,[999],Is_HasBuffTarget(),,,,[102510],[102510],[],[],0
102511,蓝蜘蛛减攻击速BUFF（LV1）,2,1,3000,0,[],[11],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[14],[14],[11],[11],0
102511,蓝蜘蛛减攻击速BUFF（LV2）,2,2,3000,0,[],[11],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[15],[15],[12],[12],0
102511,蓝蜘蛛减攻击速BUFF（LV3）,2,3,3000,0,[],[11],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[16],[16],[13],[13],0
102512,召唤小蜘蛛卵,3,1,10000,0,[102513],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*600*0),,,[],[],[],[],102501
102513,召唤小蜘蛛卵,3,1,20000,0,[102501],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*900*0),,,[],[],[],[],102501
102522,召唤蓝蜘蛛卵,3,1,10000,0,[102523],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*400*0),,,[],[],[],[],102502
102523,召唤蓝蜘蛛卵,3,1,20000,0,[102502],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*700*0),,,[],[],[],[],102502
102532,召唤红蜘蛛卵,3,1,10000,0,[102533],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*200*0),,,[],[],[],[],102503
102533,召唤红蜘蛛卵,3,1,20000,0,[102503],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*500*0),,,[],[],[],[],102503
102542,召唤小蜘蛛卵,3,1,10000,0,[102543],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1000*0),,,[],[],[],[],102501
102543,召唤小蜘蛛卵,3,1,20000,0,[102542],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1100*0),,,[],[],[],[],102501
102552,召唤蓝蜘蛛卵,3,1,10000,0,[102553],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1100*0),,,[],[],[],[],102502
102553,召唤蓝蜘蛛卵,3,1,20000,0,[102552],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1200*0),,,[],[],[],[],102502
102561,蛛网束缚,3,1,3000,0,[],[102506],0,3,1,-1,200,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
102562,召唤红蜘蛛卵,3,1,10000,0,[102563],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1200*0),,,[],[],[],[],102503
102563,召唤红蜘蛛卵,3,1,20000,0,[102562],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1000*0),,,[],[],[],[],102503
102580,死亡召唤骷髅战士,3,1,-1,0,[],[],0,0,0,-1,5,1,2,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],102580
,,,,,,,,,,,,,,,,,,,,,,,,
103100,召唤吃瓜刺客,3,1,6000,0,[],[],0,3,1,-1,200,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*980*0),,,[],[],[],[],103100
103101,闪身扇舞,3,1,-1,0,[],[],0,0,0,70,1,-1,6,[1],Is_HasBuffTarget(),,,,[],[],[],[],103103
103102,闪避光环(释放者),3,1,-1,0,[],[37],0,3,1,103101,1,-1,1,[200],Is_HasBuffTarget(),,,,[],[],[],[],103104
103105,闪避光环buff（目标）,3,1,-1,0,[],[],0,0,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[103103],[103103],[103104],[103104],0
103301,刺客信条光环(释放者),3,1,-1,0,[],[32],0,3,1,103301,1,-1,1,[200],Is_HasBuffTarget(),,,,[],[],[],[],103305
103302,刺客信条光环buff（目标）,3,1,-1,0,[],[],0,0,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[1200],[1200],[],[],0
103400,召唤机关铁匠,3,1,6000,0,[],[],0,3,1,-1,200,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*100*0),,,[],[],[],[],103401
103402,机关发动,3,1,-1,0,[],[],0,3,1,-1,23000,-1,1,[37000],Is_HasBuffTarget(),,,,[],[],[],[],103402
103603,召唤盾妹1,3,1,-1,0,[],[],0,0,0,-1,8000,-1,1,[48000],Is_HasBuffTarget(),Is_HasSkillPoint(1*200*0),,,[],[],[],[],103603
103604,召唤盾妹2,3,1,-1,0,[],[],0,0,0,-1,8000,-1,1,[48000],Is_HasBuffTarget(),Is_HasSkillPoint(1*250*0),,,[],[],[],[],103604
103605,召唤盾妹3,3,1,-1,0,[],[],0,0,0,-1,8000,-1,1,[48000],Is_HasBuffTarget(),Is_HasSkillPoint(1*200*0),,,[],[],[],[],103605
103701,全场回血光环,3,1,-1,0,[],[40],0,3,1,103701,1,-1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],103701
103702,召唤守护骑士,3,1,-1,0,[],[],0,3,1,-1,100,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*350*0),,,[],[],[],[],103702
103703,回血光环(目标),3,1,2100,0,[],[],0,0,1,-1,1,-1,1,[1000],Is_HasBuffTarget(),,,,[103703],[103703],[],[],0
103800,小鹿自身回能,3,1,-1,0,[],[],0,3,1,-1,1000,-1,1,[1000],Is_HasBuffTarget(),,,,[103800],[103800],[],[],0
103900,手里剑-毒,2,1,5000,0,[],[100205],0,2,1,-1,1,-1,1,[999],Is_HasBuffTarget(),,,,[103901],[103901],[],[],0
103901,狼王光环(释放者),3,1,-1,0,[],[221303],0,3,1,103901,1,-1,1,[200],Is_HasBuffTarget(),,,,[],[],[],[],103901
103902,狼王光环buff（目标）,3,1,-1,0,[],[111402],0,0,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[103902],[103902],[],[],0
104101,海巨人能量回复,3,1,-1,0,[],[],0,2,1,-1,1,-1,1,[1000],Is_HasBuffTarget(),,,,[104101],[104101],[],[],0
104102,8s龙卷风状态buff,3,1,8000,0,[],[],0,2,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[104102],[104102],[104103],[104103],0
104103,龙卷风发射子弹,3,1,-1,0,[],[],0,2,1,104103,1000,-1,1,[330],Is_HasBuffTarget(),,,,[],[],[],[],104105
104200,嗜血表现,3,1,-1,0,[],[111402],0,0,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
104201,出击-1分钟,3,1,60000,0,[],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
104204,嗜血爆发,3,1,-1,0,[],[8],0,1,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[104204],[104204],[],[],0
104205,能量回复,3,1,-1,0,[],[],0,2,1,-1,1,-1,1,[1000],Is_HasBuffTarget(),,,,[104205],[104205],[],[],0
104300,召唤石柱,3,1,3000,0,[],[],0,3,1,-1,200,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*900*0),,,[],[],[],[],104300
104301,变身标示,3,1,-1,0,[],[405705],0,3,1,-1,200,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
104302,变身骷髅将军,3,1,-1,0,[],[],0,3,1,-1,200,1,2,[600],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],104302
,,,,,,,,,,,,,,,,,,,,,,,,
105101,召唤嗜血精灵传送门1,3,1,-1,0,[],[],0,3,1,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(0*-2100*0),,,[],[],[],[],105102
105101,召唤嗜血精灵传送门2,3,2,-1,0,[],[],0,3,1,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(0*-1000*0),,,[],[],[],[],105102
105101,召唤嗜血精灵传送门3,3,3,-1,0,[],[],0,3,1,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(0*-1250*0),,,[],[],[],[],105102
105101,召唤嗜血精灵传送门4,3,4,-1,0,[],[],0,3,1,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(0*-1500*0),,,[],[],[],[],105102
105111,嗜血精灵标示1,3,1,25000,0,[105112],[],0,3,1,-1,0,0,1,[5],,,,,[],[],[],[],0
105112,嗜血精灵标示2,3,1,25000,0,[105113],[],0,3,1,-1,0,0,1,[5],,,,,[],[],[],[],0
105113,嗜血精灵标示3,3,1,25000,0,[105114],[],0,3,1,-1,0,0,1,[5],,,,,[],[],[],[],0
105114,嗜血精灵标示4,3,1,25000,0,[],[],0,3,1,-1,0,0,1,[5],,,,,[],[],[],[],0
105301,召唤嗜血精灵传送门1,3,1,-1,0,[],[],0,3,1,-1,400,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(0*-700*0),,,[],[],[],[],105203
105301,召唤嗜血精灵传送门2,3,2,-1,0,[],[],0,3,1,-1,400,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(0*-1950*0),,,[],[],[],[],105203
105301,召唤嗜血精灵传送门3,3,3,-1,0,[],[],0,3,1,-1,400,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(0*-950*0),,,[],[],[],[],105203
105302,召唤嗜血精灵传送门1,3,1,-1,0,[],[],0,3,1,-1,200,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(0*-1500*0),,,[],[],[],[],105203
105302,召唤嗜血精灵传送门2,3,2,-1,0,[],[],0,3,1,-1,200,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(0*-1750*0),,,[],[],[],[],105203
105302,召唤嗜血精灵传送门3,3,3,-1,0,[],[],0,3,1,-1,200,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(0*-1200*0),,,[],[],[],[],105203
105303,召唤狼群传送门1,3,1,-1,0,[],[],0,3,1,-1,400,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*-120*0),,,[],[],[],[],105303
105304,召唤狼群传送门2,3,1,-1,0,[],[],0,3,1,-1,200,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*-20*0),,,[],[],[],[],105303
105305,狼人攻击,3,1,-1,0,[],[20006],0,2,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[105101],[105101],[],[],0
105306,计时BUFF,3,1,120000,0,[],[],0,3,1,-1,1,1,1,[5],,,,,[],[],[],[],0
105401,加农炮群体击退,3,1,400,0,[],[],0,3,1,105401,1,1,1,[1],Is_HasBuffTarget(),,,,[105401],[105401],[],[],105402
105402,击退流血血迹Buff并结算,3,1,100,1,[105402],[105400],0,3,0,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[105402],[105402],[105404],[105404],
105403,监控停止流血Buff,3,1,1500,0,[],[],0,3,1,105402,1,-1,1,[200],Is_HasBuffTarget(),,,,[105403],[105403],[],[],
105404,击退流血特效Buff,3,1,-1,1,[],[4],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],
105501,维京冲锋完毕后自身加甲,3,1,-1,0,[],[10602],0,2,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[105503],[105503],[105504],[105504],0
105502,冲锋速度变化BUFF,3,1,-1,0,[],[],0,2,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[105505],[105505],[105506],[105506],0
105601,冲撞AOE伤害,3,1,350,0,[],[],0,3,1,105602,300,1,1,[5],Is_HasBuffTarget(),,,,[105604],[105604],[],[],0
105602,前进维京盾-骑士,3,1,-1,0,[],[105601],0,2,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[105503],[105503],[105504],[105504],0
105603,圣盾术,3,1,90000,0,[],[105602],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[105605],[105605],[105606],[105606],0
105604,圣盾术回血,3,1,89000,0,[],[],0,3,1,-1,1,-1,1,[1000],Is_HasBuffTarget(),,,,[105607],[105607],[],[],0
105605,计时BUFF,3,1,150000,0,[],[],0,3,1,-1,1,1,1,[5],,,,,[],[],[],[],0
105606,圣盾术标志Buff永久,3,1,-1,0,[],[105603],0,1,1,-1,0,0,1,[5],,,,,[],[],[],[],0
105701,牛头人嗜血化Buff,3,1,-1,0,[],[405703],0,1,1,-1,0,1,1,[1],Is_HasBuffTarget(),,,,[105701],[],[],[],0
105702,小路弓手嗜血化Buff,3,1,-1,0,[],[405703],0,1,1,-1,0,1,1,[1],Is_HasBuffTarget(),,,,[105702],[],[],[],0
105703,夜刃Boss嗜血化Buff,3,1,-1,0,[],[405703],0,1,1,-1,0,1,1,[1],Is_HasBuffTarget(),,,,[],[105703],[],[],0
105704,红色上升光芒,3,1,-1,0,[],[405704],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],0
105705,夜刃嗜血化Buff,3,1,-1,0,[],[405703],0,1,1,-1,0,1,1,[1],Is_HasBuffTarget(),,,,[105704],[],[],[],0
105706,精灵弓手Boss嗜血化Buff,3,1,-1,0,[],[405703],0,1,1,-1,0,1,1,[1],Is_HasBuffTarget(),,,,[],[105705],[],[],0
105707,石头人嗜血化Buff,3,1,-1,0,[],[405703],0,1,1,-1,0,1,1,[1],Is_HasBuffTarget(),,,,[105706],[],[],[],0
105708,牛头人Boss嗜血化Buff,3,1,-1,0,[],[405703],0,1,1,-1,0,1,1,[1],Is_HasBuffTarget(),,,,[],[105707],[],[],0
105801,前进维京盾-精灵弓手,3,1,-1,0,[],[105801],0,2,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[105503],[105503],[105504],[105504],0
105901,复活CDBUFF,3,1,4500,0,[],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[105904],[105904],0
105902,盾-牛头人,3,1,-1,0,[],[105901],0,2,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[105503],[105503],[105504],[105504],0
105903,前进-牛头人,3,1,-1,0,[],[],0,2,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
105904,出生持续回能BUFF,3,1,-1,0,[],[],0,2,1,-1,1,-1,1,[1000],Is_HasBuffTarget(),,,,[105906],[105906],[],[],0
106001,僵尸帝国,3,1,-1,0,[],[40001],0,1,1,-1,5,1,2,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],106003
106002,黑暗深渊上己方单位死亡召唤僵尸,3,1,2000,0,[],[406005],0,3,1,-1,5,1,2,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],106007
106003,黑暗深渊上敌方单位死亡召唤僵尸,3,1,2000,0,[],[406005],0,3,1,-1,5,1,2,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],106009
106004,3s上一次魅惑印记,3,1,-1,0,[],[],0,1,1,106004,1,-1,1,[3000],Is_HasBuffTarget(),,,,[],[],[],[],106013
106005,魅惑印记1层,2,1,-1,0,[],[406302],0,1,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],0
106005,魅惑印记2层,2,2,-1,0,[],[406303],0,1,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],0
106005,魅惑印记3层,2,3,-1,0,[],[406304],0,1,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[106002],[],[],[],0
106006,群体减速,2,1,2000,0,[],[11],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[106004],[106004],[106005],[106005],
106007,霜冻第1层,2,1,20000,0,[],[11],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[106004],[106004],[106005],[106005],0
106007,霜冻第2层,2,2,20000,0,[],[11],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[106004],[106004],[106005],[106005],0
106007,霜冻第3层,2,3,100,0,[106008],[11],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[106006],[106006],[106007],[106007],0
106008,易伤Buff,2,1,6000,0,[],[],0,2,1,-1,0,0,1,[5],,,,,[106008],[106008],[106009],[106009],0
106009,血条5s,3,1,5000,0,[],[],0,3,1,-1,2200,1,1,[5],Is_HasBuffTarget(),,,,[106011],[106011],[],[],0
