技能ID,技能描述,技能释放类型,选位置施放技能范围,技能解锁类型,技能解锁参数,技能可否被打断,技能CD,默认技能CD百分比,技能消耗类型,技能消耗参数,技能循环次数,单次循环时间,对技能目标发射子弹序列,首次发射子弹时间,子弹序列内间隔时间,对技能目标添加Buff序列,对技能目标点发射子弹序列,首次发射子弹时间,子弹序列内间隔时间,在技能目标点召唤序列,子弹发射速率,技能名字语言包,技能消耗描述1,技能描述语言包,技能图标,状态跳转,技能消耗描述2,战斗技能图标
104202,母牛普攻2,0,0,0,0,1,0,0,0,0,1,2500,[104202],1500,0,[],[],0,0,[],1,,,,,SkillStatus_32,,
104203,狂野践踏,0,0,0,0,1,10000,1,3,100,1,1000,[104203],500,0,[],[],0,0,[],0,,,,,SkillStatus_33,,
104204,嗜血爆发,0,0,0,0,1,900000,1,0,0,1,1000,[],500,0,[104204+1],[],0,0,[],0,,,,,SkillStatus_34,,
104300,召唤石柱,0,0,0,0,0,30000,1,0,0,1,5000,[],0,0,[],[],0,0,[301105],0,,,,,,,
104302,召唤骷髅将军,0,0,0,0,1,15000,1,4,100,1,2000,[],0,0,[],[],0,0,[301005],0,,,,,,,
104303,加标示,0,0,0,0,0,0,1,0,0,1,0,[],0,0,[104302+1],[],0,0,[],0,,,,,,,
104304,干标示单位,0,0,0,0,0,0,1,0,0,1,0,[],0,0,[],[],0,0,[],0,,,,,SkillStatus_34,,
104401,死亡骑士普攻1,0,0,0,0,1,0,1,0,0,1,3060,[104401],650,0,[],[],0,0,[],1,,,,,SkillStatus_31,,
104402,死亡骑士普攻2,0,0,0,0,1,0,1,0,0,1,3060,[104402],1000,0,[],[],0,0,[],1,,,,,SkillStatus_32,,
104501,约修亚技能1,0,0,0,0,0,18000,1,0,0,1,2200,[],0,5,[],[1401+1403],1400,5,[],1,,,,,SkillStatus_31,,
104502,闪电风暴技能3空状态,0,0,0,0,0,37000,1,0,0,1,3000,[],0,5,[],[],0,0,[],1,,,,,SkillStatus_33,,
104503,大招1,0,0,0,0,0,60000,1,0,0,1,6000,[],0,5,[],[1405+1408],3800,5,[],1,,,,,SkillStatus_32,,
105101,召唤嗜血精灵传送门动作1,0,0,0,0,0,30000,1,0,0,1,5000,[],0,0,[105101+1],[],0,0,[],0,,,,,SkillStatus_34,,
105102,召唤嗜血精灵传送门1,0,0,0,0,0,10000,0,0,0,1,5000,[],0,0,[],[],0,0,[301201],0,,,,,,,
105111,召唤嗜血精灵1,0,0,0,0,0,30000,1,4,10000,1,30000,[],0,0,[],[],0,0,[301202],0,,,,,StandStatus_3,,
105112,召唤嗜血精灵2,0,0,0,0,0,30000,1,4,10000,1,30000,[],0,0,[],[],0,0,[301203],0,,,,,StandStatus_3,,
105113,召唤嗜血精灵3,0,0,0,0,0,30000,1,4,10000,1,30000,[],0,0,[],[],0,0,[301204],0,,,,,StandStatus_3,,
105114,召唤嗜血精灵4,0,0,0,0,0,30000,1,4,10000,1,30000,[],0,0,[],[],0,0,[301205],0,,,,,StandStatus_3,,
105203,召唤嗜血精灵传送门1,0,0,0,0,0,0,0,0,0,1,0,[],0,0,[],[],0,0,[301201],0,,,,,,,
105301,召唤嗜血精灵传送门动作1,0,0,0,0,0,40000,1,0,0,1,5000,[],0,0,[105301+1]*[105302+1],[],0,0,[],0,,,,,SkillStatus_34,,
105304,待机普攻,0,0,0,0,1,0,0,0,0,1,800,[20001+20002],200,500,[],[],0,0,[],1,2020011,,2020021,20000_Skill1_Icon.png,FightStatus_5,,
105305,移动普攻,0,0,0,0,0,0,0,0,0,1,900,[105301],800,5,[],[],0,0,[],1,2020013,,2020023,20000_Skill3_Icon.png,SkillStatus_33,2020090,
105401,群体加农炮,0,0,0,0,1,7000,1,0,0,1,3100,[105401],2300,0,[10222+1],[],0,0,[],0,,,,,SkillStatus_31,,
105402,群体加流血buff,0,0,0,0,0,1000,1,0,0,1,1000,[],0,0,[105402+1]*[105403+1]*[105404+1],[],0,0,[],0,,,,,,,
105501,维京人普攻,0,0,0,0,1,0,1,0,0,1,1000,[105501],100,5,[],[],0,0,[],1,,,,,SkillStatus_32,,
105502,维京人肉弹冲锋（流血）,0,0,0,0,1,1,1,0,0,1,500,[105502],100,5,[],[],0,0,[],0,,,,,SkillStatus_35,,
105601,圣盾术,0,0,0,0,0,30000,1,0,0,1,1500,[105603],500,5,[105604+1],[],0,0,[],1,,,,,SkillStatus_33,,
105602,骑士击退普攻,0,0,0,0,1,0,0,0,0,1,1400,[105601+105604],800,5,[],[],0,0,[],1,,,,,FightStatus_5,,
105603,冲锋秒杀,0,0,0,0,1,100,0,0,0,1,1300,[105602],300,5,[105601+1],[],0,0,[],1,,,,,,,
105701,召唤一滩试液,0,0,0,0,0,300000,1,0,0,1,5000,[],0,0,[],[],0,0,[301208],0,,,,,,,
105702,给牛头人上嗜血Buff,0,0,0,0,0,0,1,0,0,1,0,[],0,0,[105701+1]*[105704+1],[],0,0,[],0,,,,,,,
105703,给小鹿手上嗜血Buff,0,0,0,0,0,0,1,0,0,1,0,[],0,0,[105702+1]*[105704+1],[],0,0,[],0,,,,,,,
105704,给夜刃Boss上嗜血Buff,0,0,0,0,0,0,1,0,0,1,0,[],0,0,[105703+1]*[105704+1],[],0,0,[],0,,,,,,,
105705,给夜刃上嗜血Buff,0,0,0,0,0,0,1,0,0,1,0,[],0,0,[105705+1]*[105704+1],[],0,0,[],0,,,,,,,
105706,给精灵弓手Boss上嗜血Buff,0,0,0,0,0,0,1,0,0,1,0,[],0,0,[105706+1]*[105704+1],[],0,0,[],0,,,,,,,
105707,给石头人上嗜血Buff,0,0,0,0,0,0,1,0,0,1,0,[],0,0,[105707+1]*[105704+1],[],0,0,[],0,,,,,,,
105708,给牛头人Boss上嗜血Buff,0,0,0,0,0,0,1,0,0,1,0,[],0,0,[105708+1]*[105704+1],[],0,0,[],0,,,,,,,
105801,无限灵动,0,0,0,0,1,200000,0,0,0,1,2000,[],0,5,[],[],0,0,[],0,,,,,SkillStatus_41,,
105802,落地穿透击退箭,0,0,0,0,1,0,0,0,0,1,1100,[105801],900,5,[],[],0,0,[],0,,,,,,,
105803,精灵弓箭手普攻击退箭,0,0,0,0,1,10000,0,0,0,1,2200,[105801],1700,5,[],[],0,0,[],1,,,,,FightStatus_5,,
105901,全场战争践踏,0,0,0,0,1,10000,1,0,0,1,1000,[105901],500,0,[],[],0,0,[],0,,,,,SkillStatus_33,,
105902,牛头普攻,0,0,0,0,1,0,0,0,0,1,1300,[105902],800,0,[],[],0,0,[],1,,,,,FightStatus_5,,
105903,复活,0,0,0,0,1,0,1,3,100,1,1000,[],500,0,[],[],0,0,[],0,,,,,SkillStatus_43,,
106001,召唤黑暗深渊,0,0,0,0,0,300000,1,0,0,1,5000,[],0,0,[],[],0,0,[301209],0,,,,,,,
106002,五星僵尸普通攻击,0,0,0,0,1,0,0,0,0,1,2000,[106001],1500,5,[],[],0,0,[],1,,,,,SkillStatus_31,,
106003,僵尸帝国召唤僵尸,0,0,0,0,0,0,0,0,0,1,500,[],0,0,[],[],0,0,[301217],0,,,,,,,
106004,黑暗深渊给经过的己方士兵上僵尸咒印,0,0,0,0,1,0,1,0,0,1,0,[],0,0,[106002+1],[],0,0,[],0,,,,,,,
106005,黑暗深渊主动召唤僵尸1,0,0,0,0,0,60000,1,0,0,1,5000,[],0,0,[],[],0,0,[301210],0,,,,,,,
106006,黑暗深渊主动召唤僵尸2,0,0,0,0,0,60000,1,0,0,1,5000,[],0,0,[],[],0,0,[301210],0,,,,,,,
106007,黑暗深渊己方单位死亡被动召唤僵尸,0,0,0,0,0,0,1,0,0,1,0,[],0,0,[],[],0,0,[301210],0,,,,,,,
106008,黑暗深渊给经过的敌方士兵上僵尸咒印,0,0,0,0,1,0,1,0,0,1,0,[],0,0,[106003+1],[],0,0,[],0,,,,,,,
106009,黑暗深渊敌方单位死亡被动召唤僵尸,0,0,0,0,0,0,1,0,0,1,0,[],0,0,[],[],0,0,[301211],0,,,,,,,
106010,嗜血之池给敌人上一层魅惑印记,0,0,0,0,1,2000,1,0,0,1,1000,[],0,0,[106005+1],[],0,0,[],0,,,,,,,
106011,水元素冰箭(技能1),0,0,0,0,1,0,0,4,10000,1,1500,[106002+106003],800,400,[],[],0,0,[],2,,,,,SkillStatus_34,,
106012,毒雾-亡语,0,0,0,0,0,3000,0,0,0,1,1000,[],0,5,[],[106004],0,0,[],0,,,,,,,
106013,嗜血之池给敌人上一层魅惑印记,0,0,0,0,1,2000,1,0,0,1,1000,[],0,0,[106005+1],[],0,0,[],0,,,,,,,
106101,雪女风吹雪（诅咒冰冻）,0,0,0,0,1,0,1,4,10000,1,2500,[106101+106102],500,5,[],[],0,0,[],2,,,,,SkillStatus_34,,
106102,给亡灵单位打上回魂标记,0,0,0,0,1,200,1,0,0,1,100,[],0,0,[106102+1],[],0,0,[],0,,,,,,,
106103,给雪女回魂表现与结算,0,0,0,0,0,0,1,0,0,1,0,[106103],0,0,[],[],0,0,[],0,,,,,,,
106201,巫妖三颗暗黑法球,0,0,0,0,1,0,0,4,10000,1,3060,[],0,0,[],[106201+106202+106203],1600,200,[],2,,,,,SkillStatus_32,,
106202,巫妖三星摄魂冲击摄魂（诅咒眩晕）,0,0,0,0,1,0,0,0,0,1,3060,[],0,0,[],[106204+106205+106206],1600,200,[],0,,,,,,,
106301,召唤嗜血之池,0,0,0,0,0,300000,1,0,0,1,5000,[],0,0,[],[],0,0,[301212],0,,,,,,,
106302,分裂召唤红色小水元素,0,0,0,0,1,0,0,0,0,1,3750,[],0,0,[],[],0,0,[301213],0,,,,,,,
106303,红水元素冰箭,0,0,0,0,1,0,0,4,10000,1,1500,[106301+106003],800,400,[],[],0,0,[],2,,,,,SkillStatus_34,,
106304,水元素分裂延时标记,0,0,0,0,1,3000,0,3,100,1,3750,[106302],1000,1000,[],[],0,0,[],0,,,,,SkillStatus_41,,
106401,召唤红水元素,0,0,0,0,0,30000,1,0,0,1,5000,[],0,0,[],[],0,0,[301214],0,,,,,SkillStatus_35,,
106501,生命之藤,0,0,0,0,0,8000,1,0,0,1,1500,[106501],800,0,[],[],0,0,[],0,,,,,SkillStatus_37,,
106502,魔化之藤,0,0,0,0,0,13500,1,0,0,1,1500,[106503],800,0,[],[],0,0,[],0,,,,,SkillStatus_38,,
106503,生命之藤召唤藤蔓,0,0,0,0,0,0,1,0,0,1,1500,[],0,0,[],[],0,0,[301215],0,,,,,,,
106504,魔化之藤召唤藤蔓,0,0,0,0,0,0,1,0,0,1,1500,[],0,0,[],[],0,0,[301216],0,,,,,,,
106505,单位死亡联动生命藤蔓死亡(弃用),0,0,0,0,0,0,1,0,0,1,1500,[106502],0,0,[],[],0,0,[],0,,,,,,,
106506,普通攻击,0,0,0,0,1,0,0,0,0,1,3300,[106504],1000,5,[],[],0,0,[],1,,,,,FightStatus_5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107101,嗜血技能,0,0,0,0,1,30000,0.6,0,0,1,1000,[],1000,5,[107101+1],[],0,0,[],0,,,,,SkillStatus_34,,
107102,永久嗜血技能,0,0,0,0,1,3000000,1,0,0,1,1000,[],1000,5,[107102+1]*[107104+1],[],0,0,[],0,,,,,SkillStatus_34,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107201,牛头人普通攻击1,0,0,0,0,1,0,0,0,0,1,1500,[107201],800,0,[],[],0,0,[],1,,,,,FightStatus_5,,
107202,牛头人普通攻击2,0,0,0,0,1,3000,0,0,0,1,2500,[107202],1500,0,[],[],0,0,[],1,,,,,SkillStatus_32,,
107203,战争践踏（全场晕）,0,0,0,0,1,45000,1,0,0,1,1000,[107203],500,0,[],[],0,0,[],0,,,,,SkillStatus_33,,
107204,850位置关召唤牢笼牛头人,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[301302],0,,,,,,,
107205,700位置召唤牢笼狼人,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[301301],0,,,,,,,
107206,1000关召唤牢笼小鹿,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[301303],0,,,,,,,
107207,牢笼消失释放牛头人,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[301305],0,,,,,,,
107208,牢笼消失释放狼人,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[301304],0,,,,,,,
107209,牢笼消失释放小鹿,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[301306],0,,,,,,,
107210,牢笼消失召唤传送门,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[301307],0,,,,,,,
107211,完整状态受击抖动,0,0,0,0,1,0,1,0,0,1,1000,[],0,0,[],[],0,0,[],0,,,,,SkillStatus_31,,
107212,进入半破损状态,0,0,0,0,1,0,1,0,0,1,1000,[],0,0,[],[],0,0,[],0,,,,,SkillStatus_32,,
107213,半破损状态受击抖动,0,0,0,0,1,0,1,0,0,1,1000,[],0,0,[],[],0,0,[],0,,,,,SkillStatus_33,,
107214,进入破门状态,0,0,0,0,1,0,1,0,0,1,1000,[],0,0,[],[],0,0,[],0,,,,,SkillStatus_34,,
107215,破门后给BOSS添加表示BUFF,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[107212+1],[],0,0,[],0,,,,,,,
107216,石柱攻击笼子,0,0,0,0,0,700,0,0,0,1,700,[107204],200,5,[],[],0,0,[],0,,,,,,,
107217,850位置召唤牢笼,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[301308],0,,,,,,,
107218,850位置召唤牢笼,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[301309],0,,,,,,,
107224,850召唤牢笼石柱,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[301317],0,,,,,,,
107228,石柱给召唤物上BUFF,0,0,0,0,0,0,1,0,0,1,0,[],0,0,[107227+1]*[107229+1],[],0,0,[],0,,,,,,,
107501,骑士普攻,0,0,0,0,1,1333,0,0,0,1,1333,[107501],800,5,[],[],0,0,[],1,,,,,FightStatus_5,,
107502,圣盾术,0,0,0,0,0,90000,1,0,0,1,1600,[107502],500,5,[107501+1],[],0,0,[],1,,,,,SkillStatus_33,,
107503,对友军释放物抗光环,0,0,0,0,0,100,0,0,0,1,100,[],50,5,[107504+1],[],0,0,[],0,,,,,,,
107504,鼓舞,0,0,0,0,0,25000,0.75,0,0,1,1600,[107503],700,5,[],[],0,0,[],1,,,,,SkillStatus_33,,
107505,407关召唤艾丽卡熊,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[301310],0,,,,,,,
107506,无敌,0,0,0,0,0,35000,0,0,0,1,1600,[107504],700,5,[],[],0,0,[],1,,,,,SkillStatus_33,,
107801,盗墓老大重击,0,0,0,0,1,3800,1,0,0,1,3800,[107801],1000,0,[],[],0,0,[],1,,,,,SkillStatus_41,,
107802,盗墓老大普攻,0,0,0,0,1,3800,1,0,0,1,3800,[107802],600,0,[],[],0,0,[],1,,,,,SkillStatus_42,,
107803,飞铲,0,0,0,0,0,30000,1,0,0,1,1900,[107803],1000,0,[],[],0,0,[],0,,,,,SkillStatus_31,,
107804,尸气弹,0,0,0,0,0,15000,1,0,0,1,1400,[107804],800,0,[],[],0,0,[],0,,,,,SkillStatus_32,,
107805,召唤幽灵1,0,0,0,0,0,2000,1,0,0,1,2000,[],0,0,[],[],0,0,[301311],0,,,,,,,
107806,召唤幽灵2,0,0,0,0,0,2000,1,0,0,1,2000,[],0,0,[],[],0,0,[301311],0,,,,,,,
107807,召唤幽灵3,0,0,0,0,0,2000,1,0,0,1,2000,[],0,0,[],[],0,0,[301311],0,,,,,,,
107808,给怪物添加死亡掉水晶BUFF,0,0,0,0,0,0,1,0,0,1,100,[],0,0,[107806+1],[],0,0,[],0,,,,,,,
107809,召唤幽灵时间控制技能,0,0,0,0,0,42000,1,0,0,1,100,[],0,0,[],[],0,0,[],0,,,,,SkillStatus_33,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108001,瘟疫使者普攻1,0,0,0,0,1,0,1,0,0,1,900,[108001],700,0,[],[],0,0,[],1,,,,,SkillStatus_31,,
108002,瘟疫使者普攻2,0,0,0,0,1,0,1,0,0,1,1100,[108002],800,0,[],[],0,0,[],1,,,,,,,
108003,瘟疫减速,0,0,0,0,1,18000,0,0,0,1,3700,[108003],100,0,[],[],0,0,[],0,,,,,SkillStatus_33,,
108004,亡灵军团,0,0,0,0,1,50000,0,0,0,1,3700,[],100,0,[108002+1],[],0,0,[],0,,,,,SkillStatus_34,,
108005,召唤僵尸,0,0,0,0,1,0,1,0,0,1,0,[],0,0,[],[],0,0,[301312],0,,,,,,,
108006,僵尸对周围敌人造成瘟疫效果,0,0,0,0,1,0,0,0,0,1,0,[],100,0,[108008+1],[],0,0,[],0,,,,,,,
108101,给亡灵添加收魂标记,0,0,0,0,0,200,1,0,0,1,100,[],0,0,[108102+1],[],0,0,[],0,,,,,,,
108201,死亡之盾,0,0,0,0,0,0,0,4,10000,1,1260,[108201],1000,0,[],[],0,0,[],0,,,,,SkillStatus_34,,
108203,全场诅咒,0,0,0,0,0,0,0,0,0,1,1000,[108203],1000,0,[],[],0,0,[],0,,,,,,,
108204,召唤雪女,0,0,0,0,0,0,0,0,0,1,1000,[],0,0,[],[],0,0,[301314],0,,,,,,,
108205,召唤巫妖,0,0,0,0,0,0,0,0,0,1,1000,[],0,0,[],[],0,0,[301315],0,,,,,,,
108206,召唤吸血鬼,0,0,0,0,0,0,0,0,0,1,1000,[],0,0,[],[],0,0,[301316],0,,,,,,,
108207,死亡骑士普攻2,0,0,0,0,1,0,1,0,0,1,3060,[108207],1000,0,[],[],0,0,[],1,,,,,SkillStatus_32,,
108102,亡灵死亡释放收魂(需新特效),0,0,0,0,0,0,1,0,0,1,100,[108207],100,5,[],[],0,0,[],0,,,,,,,
108301,骨龙释放激光炮BUFF,0,0,0,0,0,0,1,0,0,1,100,[],0,5,[108303+1],[],5,50,[],0,,,,,,,
108302,激光炮中等伤害跳转,0,0,0,0,0,0,1,0,0,1,100,[],0,5,[108304+1]*[108303+-1],[],5,50,[],0,,,,,,,
108303,激光炮最低伤害跳转,0,0,0,0,0,0,1,0,0,1,100,[],0,5,[108305+1]*[108304+-1],[],5,50,[],0,,,,,,,
108304,骨龙龙息,0,0,0,0,1,20000,0,0,0,1,4000,[108301],2500,0,[],[],0,0,[],0,,,,,SkillStatus_36,,
108305,骨龙激光炮（最高伤害）,0,0,0,0,1,1000,0,4,10000,1,4000,[108302+108302+108302],1800,200,[],[],0,0,[],0,,,,,SkillStatus_33,,
108306,骨龙激光炮（中等伤害）,0,0,0,0,1,1000,0,4,10000,1,4000,[108303+108303+108303],1800,200,[],[],0,0,[],0,,,,,SkillStatus_34,,
108307,骨龙激光炮（最低伤害）,0,0,0,0,1,1000,0,4,10000,1,4000,[108304+108304+108304],1800,200,[],[],0,0,[],0,,,,,SkillStatus_35,,
108701,能量箭,0,0,0,0,0,2200,0,0,0,1,2200,[108701],1700,5,[],[],0,0,[],0,,,,,SkillStatus_32,,
108703,501关召唤栅栏（位置1）,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[301402],0,,,,,,,
108704,501关召投石车（位置1）,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[301401],0,,,,,,,
108705,501关召唤栅栏（位置2）,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[301402],0,,,,,,,
108706,501关召投石车（位置2）,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[301401],0,,,,,,,
108707,投石机燃烧弹,0,0,0,0,1,5000,0,0,0,1,2300,[],0,0,[],[108702+108703],1200,0,[],1,,,,,SkillStatus_41,,
108708,投石机普攻,0,0,0,0,1,0,0,0,0,1,2300,[],0,0,[],[108704],1200,0,[],1,,,,,FightStatus_5,,
109001,投石（1）,0,0,0,0,1,10000,0,0,0,1,2300,[],0,0,[],[109001],1100,0,[],1,,,,,SkillStatus_32,,
109002,召唤小石头人,0,0,0,0,1,1000,0,0,0,1,1000,[],0,0,[],[],0,0,[301403],0,,,,,,,
109003,投石（2）,0,0,0,0,1,6000,0,0,0,1,2300,[],0,0,[],[109001],1100,0,[],1,,,,,SkillStatus_32,,
109004,投石（3）,0,0,0,0,1,1000,0,0,0,1,2300,[],0,0,[],[109001],1100,0,[],1,,,,,,,
109005,召唤小石头人（远）,0,0,0,0,1,1000,0,0,0,1,1000,[],0,0,[],[],0,0,[301403],0,,,,,,,
109006,召唤小石头人（近）,0,0,0,0,1,1000,0,0,0,1,1000,[],0,0,[],[],0,0,[301403],0,,,,,,,
109007,召唤小石头人（中）,0,0,0,0,1,1000,0,0,0,1,1000,[],0,0,[],[],0,0,[301403],0,,,,,,,
109008,石头人普攻,0,0,0,0,1,0,1,0,0,1,1833,[109002],1300,0,[],[],0,0,[],1,,,,,FightStatus_5,,
109009,石头人捶地,0,0,0,0,1,0,0,0,0,1,15000,[109003+109003+109003],1500,700,[],[],0,0,[],0,,,,,SkillStatus_31,,
109010,石头人自爆,0,0,0,0,1,0,0,0,0,1,15000,[109004],1500,5,[],[],0,0,[],0,,,,,SkillStatus_31,,
109301,屠夫普通攻击1,0,0,0,0,1,0,0,0,0,1,830,[109301],650,5,[],[],0,0,[],1,,,,,FightStatus_5,,
109302,屠夫普通攻击2,0,0,0,0,1,0,0,0,0,1,1000,[109301],650,5,[],[],0,0,[],1,,,,,,,
109303,疯砍,0,0,0,0,1,15000,1,0,0,1,2900,[109302+109302+109302+109302+109302],1500,300,[],[],0,0,[],0,,,,,SkillStatus_35,,
109304,疯砍AOE,0,0,0,0,1,15000,1,0,0,1,2900,[109303+109303+109303+109303+109303],1500,300,[],[],0,0,[],0,,,,,SkillStatus_35,,
109305,瘟疫之源,0,0,0,0,0,0,0,0,0,1,100,[],0,5,[109302+1],[],0,0,[],0,,,,,,,
109501,自然族青年普攻1,0,0,0,0,1,0,0,0,0,1,1000,[109501],500,5,[],[],0,0,[],1,,,,,SkillStatus_33,,
109502,自然族青年普攻2,0,0,0,0,1,0,0,0,0,1,1000,[109501],500,5,[],[],0,0,[],1,,,,,,,
109503,自然族青年普攻3,0,0,0,0,1,0,0,0,0,1,1000,[109501],500,5,[],[],0,0,[],1,,,,,,,
109504,自然族青年技能1,0,0,0,0,1,12000,0,0,0,1,1000,[109502],500,5,[],[],0,0,[],0,,,,,SkillStatus_36,,
109505,自然族青年普攻1（移动）,0,0,0,0,1,0,0,0,0,1,1000,[109501],500,5,[],[],0,0,[],1,,,,,SkillStatus_37,,
109506,自然族青年普攻2（移动）,0,0,0,0,1,0,0,0,0,1,1000,[109501],500,5,[],[],0,0,[],1,,,,,,,
109507,自然族青年普攻3（移动）,0,0,0,0,1,0,0,0,0,1,1000,[109501],500,5,[],[],0,0,[],1,,,,,,,
109508,自然族青年技能1（移动）,0,0,0,0,1,12000,0,0,0,1,1000,[109502],500,5,[],[],0,0,[],0,,,,,SkillStatus_41,,
109509,敌人死亡BUFF,0,0,0,0,0,0,0,0,0,1,100,[],0,5,[109503+1],[],0,0,[],0,,,,,,,
109510,跳转移动状态,0,0,0,0,1,5,0,0,0,1,5,[],5,5,[],[],0,0,[],0,,,,,MoveStatus_4,,
109601,巫妖暗黑法球,0,0,0,0,1,5000,0,0,0,1,3060,[109601],1600,400,[],[],0,0,[],0,,,,,SkillStatus_32,,
109602,巫妖AOE暗黑法球,0,0,0,0,1,0,0,4,10000,1,3060,[109602+109603+109604+109605],1600,150,[],[],0,0,[],0,,,,,SkillStatus_32,,
109603,受击跳转至受击状态,0,0,0,0,0,0,0,0,0,1,1000,[],5,5,[109602+-1],[],0,0,[],0,,,,,HitStatus_10,,
109604,出生召唤第一个陷阱,0,0,0,0,0,0,0,0,0,1,1000,[],5,5,[],[],0,0,[301404],0,,,,,SkillStatus_33,,
109605,出生召唤第二个陷阱,0,0,0,0,0,0,0,0,0,1,1000,[],5,5,[],[],0,0,[301405],0,,,,,,,
109606,循环召唤第一个陷阱,0,0,0,0,0,2000,0,0,0,1,1000,[],5,5,[109605+1],[],0,0,[],0,,,,,,,
109607,循环召唤第二个陷阱,0,0,0,0,0,2000,0,0,0,1,1000,[],5,5,[109606+1],[],0,0,[],0,,,,,,,
109608,召唤第一个陷阱,0,0,0,0,0,0,0,0,0,1,1000,[],5,5,[],[],0,0,[301404],0,,,,,,,
109609,召唤第二个陷阱,0,0,0,0,0,0,0,0,0,1,1000,[],5,5,[],[],0,0,[301405],0,,,,,,,
109610,巫妖暗黑法球,0,0,0,0,1,1000,0,0,0,1,3060,[],5,5,[],[109606],500,0,[],0,,,,,SkillStatus_32,,
109611,巫妖召唤陷阱动作2,0,0,0,0,0,30000,1,0,0,1,5000,[],3000,1000,[109603+1]*[109604+1],[],0,0,[],0,,,,,SkillStatus_33,,
109612,巫妖召唤陷阱动作1,0,0,0,0,0,30000,1,0,0,1,5000,[],3000,1000,[109603+1],[],0,0,[],0,,,,,SkillStatus_33,,
109613,召唤幽灵,0,0,0,0,0,0,0,0,0,1,2000,[],5,5,[],[],0,0,[301412],0,,,,,,,
109901,死亡骑士普攻1,0,0,0,0,1,0,1,0,0,1,3060,[109901],650,0,[],[],0,0,[],1,,,,,SkillStatus_31,,
109902,死亡骑士普攻2,0,0,0,0,1,0,1,0,0,1,3060,[109902],1000,0,[],[],0,0,[],1,,,,,SkillStatus_32,,
109903,死亡骑士移动普攻1,0,0,0,0,1,0,1,0,0,1,2000,[109901],650,0,[],[],0,0,[],1,,,,,SkillStatus_37,,
109904,死亡骑士移动普攻2,0,0,0,0,1,0,1,0,0,1,1360,[109902],1000,0,[],[],0,0,[],1,,,,,SkillStatus_38,,
109905,恐惧光环,0,0,0,0,1,0,1,0,0,1,2000,[],0,0,[109901+1],[],0,0,[],0,,,,,,,
109906,冲击波,0,0,0,0,1,10000,0,2,10,1,1260,[109903],700,0,[],[],0,0,[],0,,,,,SkillStatus_34,,
109907,冲击波（带回血盾）,0,0,0,0,1,10000,0,2,10,1,1260,[109903],700,0,[109903+1]*[109904+1],[],0,0,[],0,,,,,SkillStatus_34,,
109908,受击后盾消失,0,0,0,0,1,100,1,0,0,1,5,[],0,0,[109903+-1]*[109904+-1],[],0,0,[],0,,,,,,,
109909,冲锋,0,0,0,0,1,100,1,0,0,1,5,[],0,0,[],[],0,0,[],0,,,,,SkillStatus_35,,
109910,灵魂冲击结算,0,0,0,0,1,0,1,0,0,1,100,[],0,0,[109908+1],[],0,0,[],0,,,,,,,
109912,击退附近的敌人,0,0,0,0,0,0,1,0,0,1,1000,[109907],5,5,[],[],0,0,[],0,,,,,SkillStatus_36,,
110101,死灵召唤师普攻,0,0,0,0,0,0,1,0,0,1,1200,[110101],600,5,[],[],0,0,[],0,,,,,SkillStatus_31,,
110102,死灵召唤师雷球,0,0,0,0,0,30000,0,0,0,1,3000,[110102+110103],2800,5,[],[],0,0,[],0,,,,,SkillStatus_35,,
110103,死灵召唤动作,0,0,0,0,0,60000,1,0,0,1,1000,[],0,0,[],[],0,0,[],0,,,,,SkillStatus_32,,
110104,死灵召唤传送门,0,0,0,0,1,0,0,0,0,1,0,[],0,0,[],[],0,0,[301406],0,,,,,,,
110105,死灵召唤动作被打断,0,0,0,0,1,0,0,0,0,1,0,[],0,0,[110102+-1]*[110101+-1],[],0,0,[],0,,,,,SkillStatus_34,,
110106,传送门召唤僵尸,0,0,0,0,1,0,0,0,0,1,0,[],0,0,[],[],0,0,[301407],0,,,,,,,
110107,传送门召唤幽灵,0,0,0,0,1,0,0,0,0,1,0,[],0,0,[],[],0,0,[301408],0,,,,,,,
