,描述,动画文件,动画标签,动画生命周期,播放速率,是否循环,缩放,Zorder作用域,Zorder值,偏移量,色相饱和度明度,动画第1帧开始是否淡入,动画最后1帧是否淡出,音乐ID,播放速度影响因素
106202,技能1子弹,440,Dark_Bullet,0,2,0,[1.0+1.0],0,1,[0+200],[],0,0,[40805+0],3
106301,红水元素子弹,30403,30404_Attack1_Bullet1,0,1,1,[1.0+1.0],0,1,[0+0],[0.4+-0.2+0],0,0,0,0
106302,红水元素命中,30402,30404_Attack1_Hit,0,1,0,[1.0+1.0],0,100,[-80+0],[0.4+-0.2+0],0,0,[30402+0],1
106801,藤蔓出生,106804,Birth1,0,1,0,[1.0+1.0],0,100,[0+0],[],0,0,0,0
106802,藤蔓地面效果出生,106804,Birth2,550,1,0,[1.0+1.0],0,-500,[0+0],[],0,0,0,0
106803,藤蔓持续,106804,Loop1,0,1,1,[1.0+1.0],0,100,[0+0],[],0,0,0,0
106804,藤蔓地面效果持续,106804,Loop1_Effect,0,1,1,[1.3+1.3],0,-500,[0+0],[],0,0,0,0
106805,藤蔓死亡,106804,Death2,0,1,0,[1.0+1.0],0,100,[0+0],[],0,0,0,0
106806,藤蔓地面效果死亡,106804,Death1,2000,0.8,0,[1.0+1.0],0,-500,[0+0],[],0,1000,0,0
106807,树魔普攻特效,106803,106800_Attack1_Effect1,0,1,1,[1.0+1.0],0,100,[0+0],[],0,0,0,1
106808,树魔普攻地面效果,106803,106800_Attack1_Effect2,0,1,1,[1.0+1.0],0,-100,[0+0],[],0,0,0,1
106809,树魔生命之藤特效,106801,106800_Skill1_Effect1,0,1,0,[1.0+1.0],0,100,[0+0],[],0,0,0,0
106810,树魔生命之藤地面效果,106801,106800_Skill1_Effect2,0,1,0,[1.0+1.0],0,-100,[0+0],[],0,0,0,0
106811,树魔魔化之藤特效,106802,106800_Skill2_Effect1,0,1,0,[1.0+1.0],0,100,[0+0],[],0,0,0,0
106812,树魔魔化之藤地面效果,106802,106800_Skill2_Effect2,0,1,0,[1.0+1.0],0,-100,[0+0],[],0,0,0,0
106901,嗜血BUFF,423,vampire_buff,0,1,1,[0.8+0.8],0,1,[0+0],[],0,100,0,0
107101,狼人普攻1刀光特效,20005,20000_Attack1_Effect,0,1,0,[1.0+1.0],0,1,[0+0],[],0,0,0,1
107102,狼人普攻2刀光特效,20005,20000_Attack2_Effect,0,1,0,[1.0+1.0],0,1,[0+-15],[],0,0,0,1
107201,牢笼静止特效,12,Normal_Stop,0,1,0,[2.2+2.5],0,0,[-28+185],[],0,100,0,0
107202,牢笼受击抖动特效,12,Normal,0,1,0,[2.2+2.5],0,0,[-28+185],[],0,100,[400105+0],0
107203,牢笼半破损静止特效,12,Normal2_Stop,0,1,0,[2.2+2.5],0,0,[-28+185],[],0,100,0,0
107204,牢笼半破损抖动特效,12,Normal2,0,1,0,[2.2+2.5],0,0,[-28+185],[],0,100,[400105+0],0
107205,牢笼完全破损爆炸特效,12,Boom,0,1,0,[2.2+2.5],0,0,[-28+185],[],0,100,[400106+0],0
107206,牢笼完全破损静止特效,12,Boom_Stop,0,1,0,[2.2+2.5],0,0,[-28+185],[],0,100,0,0
107207,牛头人践踏,20505,Skill1_Hit,0,1,0,[0.8+0.8],0,-1,[20+-130],[],0,0,0,0
107401,蓝色石柱出生光效,410102,410100_Birth1,0,1,1,[1.0+1.0],0,1,[5+0],[],0,300,0,0
107402,红色石柱出生光效,410102,410200_Birth1,0,1,1,[1.0+1.0],0,1,[5+0],[],0,300,0,0
107403,雷暴子弹,1407,1400_Skill2_Bullet,0,1,1,[1.0+1.0],1,2,[20+30],[],0,100,0,0
107404,闪电标记命中,1409,1400_Skill2_Hit,0,0.5,0,[1.0+1.0],1,1,[60+20],[],0,0,0,0
107405,雷暴子弹,1407,1400_Skill2_Bullet,0,1,1,[1.0+1.0],1,2,[0+290],[],0,100,0,0
107501,双抗光环,201,Soldier_Defend_Buff3,0,1,1,[0.7+0.7],0,-100,[0+0],[],500,0,0,0
108601,激光炮起手特效,108600,108600_Skill1_Effect1,0,1,0,[1.0+1.0],0,100,[0+0],[],0,0,0,0
108602,激光炮循环特效,108600,108600_Skill1_Effect2,0,1,1,[1.0+1.0],0,100,[0+0],[],0,0,0,0
108603,激光炮施放特效（最高伤害）,108600,108600_Skill1_Effect3,0,1,0,[1.0+2.0],0,500,[0+-100],[],0,0,0,0
108604,激光炮施放特效（中等伤害）,108600,108600_Skill1_Effect3,0,1,0,[1.0+1.0],0,100,[0+-20],[],0,0,0,0
108605,激光炮施放特效（最低伤害）,108600,108600_Skill1_Effect3,0,1,0,[1.0+0.5],0,100,[0+40],[],0,0,0,0
108606,龙喷气特效,108600,108600_Skill2_Effect1,0,1,0,[1.0+1.0],0,500,[0+0],[],0,0,0,0
108701,精灵弓箭手能量箭特效,30103,30100_Attack2_Effect,0,1,0,[1.0+1.0],0,1,[0+-7],[],0,0,0,0
108702,精灵弓箭手射手风暴光环,201,Soldier_Defend_Buff2,0,1,1,[0.7+0.7],0,-100,[0+0],[],500,0,0,0
108703,精灵弓箭手能量箭子弹,30103,30100_Attack1_Bullet,0,1,1,[1.3+0.9],0,1,[0+0],[],0,0,0,0
109001,石头子弹,60003,60000_Attack2_Bullet1,0,1,1,[0.8+0.8],0,1,[0+0],[],0,0,0,0
109002,投石机普攻子弹命中,430,Catapult_hit,0,1,0,[1.0+1.0],0,-1,[0+0],[],0,100,[20901+0],0
109101,炎爆技能触发效果,428,Exploded,0,1,0,[2.2+2.0],0,100,[0+0],[],0,0,0,0
109301,毒雾特效（1）,434,Poisonous_Fog3,0,1,1,[5.0+1.0],0,1,[0+-50],[],1000,1000,0,0
109302,毒雾特效（2）,434,Poisonous_Fog3,0,1,1,[5.0+1.0],0,1,[500+-50],[],1000,1000,0,0
109303,毒雾特效（3）,434,Poisonous_Fog3,0,1,1,[5.0+1.0],0,1,[1000+-50],[],1000,1000,0,0
109304,毒雾特效（4）,434,Poisonous_Fog3,0,1,1,[5.0+1.0],0,1,[1500+-50],[],1000,1000,0,0
109305,疯砍刀光,40603,40600_Skill1_Effect1,0,1,0,[1.0+1.0],0,1,[0+0],[],0,0,0,0
109501,自然族青年普攻1特效,109501,Attack1,0,1,0,[1.0+1.0],0,100,[10+-80],[],0,0,0,1
109502,自然族青年普攻2特效,109501,Attack2,0,1,0,[1.0+1.0],0,100,[-30+-60],[],0,0,0,1
109503,自然族青年普攻3特效,109501,Attack3,0,1,0,[1.0+1.0],0,100,[40+-80],[],0,0,0,1
109504,自然族青年命中特效,109501,Attack1_Hit1,0,1,0,[1.5+1.5],0,100,[0+0],[],0,0,[109504+0],0
109505,自然族青年技能1特效,109501,Skill1,0,1,0,[1.0+1.5],0,100,[0+-110],[],0,0,0,0
109506,自然族青年技能1命中特效,109501,Skill1_Hit1,0,1,0,[2.0+1.0],0,100,[100+100],[],0,0,[109506+0],0
109507,自然族青年BUFF1特效,109501,Buff1,0,1,1,[1.0+1.0],0,100,[0+0],[],0,0,0,0
109508,自然族青年BUFF2特效,109501,Buff2,0,1,1,[1.0+1.0],0,100,[0+0],[],0,0,0,0
109601,巫妖技能起手绑定特效,40803,40800_Skill1_Effect1,0,1,0,[1.5+1.5],0,100,[25+-35],[],0,0,0,3
109602,巫妖技能循环绑定特效,40803,40800_Skill1_Effect2,0,1,1,[1.5+1.5],0,100,[25+-35],[],0,0,0,3
109603,巫妖技能施放绑定特效,40803,40800_Skill1_Effect3,0,1,0,[1.5+1.5],0,100,[25+-35],[],0,0,0,3
109604,巫妖死亡凋零地面效果开始,441,Dark_Start,0,1,0,[2.0+1.5],0,-200,[0+0],[],0,500,0,0
109605,巫妖死亡凋零地面效果循环,442,Dark_Loop,0,1,1,[2.0+1.5],0,-200,[0+0],[],0,1000,0,0
109606,陷阱子弹,440,Dark_Bullet,0,2,0,[0.6+0.6],0,1,[0+0],[],0,0,0,0
109607,陷阱特效子弹,447,Plague_Soul,0,1,1,[0.8+0.8],0,1,[0+0],[0.18+0.5+0],0,0,0,0
109608,召唤巫妖紫色雾气,421,Ptomaine,0,1,1,[8.0+12.0],0,1,[0+-100],[],0,100,0,0
109901,死骑收魂光环,439,Soul_Halo,0,0.5,1,[1.0+1.0],0,-100,[0+0],[],0,0,0,0
109902,攻击加强BUFF,401,Attack_Enhanced,0,1,0,[1.2+1.2],0,1,[10+350],[],0,100,0,0
109903,攻击加强特效,410102,410200_Birth1,1400,1,1,[1.3+1.3],0,1,[8+3],[],100,300,0,0
109904,陷阱特效子弹,447,Plague_Soul,0,1,1,[0.8+0.8],0,1,[0+0],[0.18+0.5+0],0,0,0,0
110101,兰尼普攻子弹特效,110101,Attack1_Bullet1,0,1,1,[1.5+1.5],0,1,[0+0],[],0,0,0,1
110102,兰尼普攻命中,110101,Attack1_Hit1,0,1,0,[1.5+1.5],0,1,[0+0],[],0,200,[110102+0],0
110103,兰尼普攻刀光,110101,Attack1_Effect1,0,1,0,[1.0+1.0],0,1,[20+-110],[],0,0,0,1
110104,兰尼技能1刀光特效,110101,Skill1_Effect1,0,1,1,[1.0+1.0],0,-1,[-25+-150],[],0,200,0,0
110105,兰尼技能2刀光特效,110101,Skill2_Effect1,0,1,0,[1.0+1.0],0,-100,[-10+-10],[],0,200,0,0
110106,兰尼技能2血剑子弹,110101,Skill2_Bullet1,0,1,0,[2.5+2.5],0,1,[0+-100],[],0,200,[110108+0],0
110107,兰尼技能2血爆子弹,110101,Skill2_Bullet2,0,1,0,[2.5+2.5],0,1,[0+-100],[],0,200,0,0
110108,雷击子弹,1411,1400_Skill5_Bullet2,0,1,1,[0.5+0.5],0,3,[0+50],[],0,100,0,0
110109,转换标记,422,Betrayal,0,1,1,[1.8+1.8],0,1,[0+0],[],0,100,0,0
110501,召唤水晶底座,321001,321000_Stabd1,0,1,1,[1.0+1.0],0,-1,[0+0],[],0,100,0,0
110502,召唤水晶底座,321001,321000_Stabd2,0,1,1,[1.0+1.0],0,-1,[0+0],[],0,100,0,0
110503,蓝变红特效,321001,321000_Bule_Change1,0,1,0,[1.0+1.0],0,100,[0+0],[],0,100,0,0
110504,红变蓝特效,321001,321000_Red_Change2,0,1,0,[1.0+1.0],0,100,[0+0],[],0,100,0,0
110505,蓝色召唤,321001,321000_Skill1,0,1.5,0,[1.0+1.0],0,100,[0+0],[],0,100,0,0
110506,红色召唤,321001,321000_Skill2,0,1.5,0,[1.0+1.0],0,100,[0+0],[],0,100,0,0
110507,蓝变红特效,321001,321000_Change1,0,1,0,[1.0+1.0],0,100,[0+0],[],0,100,0,0
110508,红变蓝特效,321001,321000_Change2,0,1,0,[1.0+1.0],0,100,[0+0],[],0,100,0,0
111401,血泉红色底座,100701,Stand2,0,1,1,[1.0+1.0],0,-500,[0+0],[],0,0,0,0
111402,红色上升光芒,431,Red_Light,0,1,1,[1.0+1.0],0,1,[0+0],[],0,0,0,0
111901,尤达米尔出生特效,101101,101100_Birth1,0,1,0,[1.5+1.5],0,100,[-25+-50],[],0,0,0,0
111902,尤达米尔死亡特效,101101,101100_Death1,0,1,0,[1.0+1.0],0,100,[0+0],[],0,0,0,0
111903,尤达米尔地狱之焰,101101,Skill1_Bullet1,0,1.2,0,[1.5+1.5],0,100,[0+-40],[],0,0,0,0
111904,召唤落雷,101101,Skill2_Bullet2,0,0.6,0,[1.2+1.2],0,100,[0+-40],[],0,100,0,0
111905,召唤法阵,101101,Skill2_Bullet1,2000,0.8,1,[1.0+0.5],0,-500,[0+0],[],0,100,0,0
111906,召唤身上特效,446,Lightning,0,1,0,[1.0+1.0],0,100,[0+0],[],0,100,0,0
112201,骷髅召唤师蓝色法阵,435,Blue_Circle,3000,1,0,[1.0+0.4],0,-500,[0+0],[],300,500,0,0
112202,骷髅召唤师法阵气流,436,Circle_Light,3000,1,0,[1.0+1.0],1,100,[0+0],[],300,500,0,0
112601,影压1,443,Shadow_Bullet,0,1.1,0,[1.1+1.1],0,100,[-400+0],[],0,1000,0,0
112602,影压2,443,Shadow_Bullet,0,1.1,0,[1.2+1.2],0,100,[-200+0],[],0,1500,0,0
112603,影压3,443,Shadow_Bullet,0,1.1,0,[1.3+1.3],0,100,[0+0],[],0,2000,0,0
112604,影压4,443,Shadow_Bullet,0,1.1,0,[1.4+1.4],0,100,[200+0],[],0,2500,0,0
112605,影压5,443,Shadow_Bullet,0,1.1,0,[1.5+1.5],0,100,[400+0],[],0,3000,0,0
112701,火焰法阵火雨结束,1004,FireRain_Hit,20000,0.7,0,[1.5+1.0],0,-1000,[0+0],[],1000,500,0,0
112702,火焰法阵残骸身后,1003,504100_HitBuff,20000,1,1,[1.8+1.8],0,-1,[0+0],[],1000,800,0,0
112703,火焰法阵残骸身中,1003,504100_HitBuff,20000,1,1,[1.8+1.8],0,1,[0+0],[],1000,800,0,0
112704,火焰法阵残骸身前,1003,504100_HitBuff,20000,1,1,[1.8+1.8],0,3,[0+0],[],1000,800,0,0
113001,尤达米尔火球,101102,101100_Skill3_Attack,0,1,0,[1.0+1.0],0,100,[0+0],[0.05+0.2+0],0,0,0,0
113002,尤达米尔冰球,101102,101100_Skill3_Attack,0,1,0,[1.0+1.0],0,100,[0+0],[0.57+-0.4+0],0,0,0,0
113003,尤达米尔召唤阵,446,Lightning,0,1,0,[1.0+1.0],0,100,[0+0],[0.34+0.3+0],0,100,0,0
113101,防御BUFF特效,1601,1600_Skill1,5000,1,1,[1.0+1.0],1,-1,[0+0],[],0,100,0,0
113102,尤达米尔吹笛子特效,101102,101100_Skill5_Attack,0,1,0,[1.0+1.0],0,100,[0+0],[],0,0,0,0
113103,尤达米尔治疗,446,Lightning,0,1,0,[1.0+1.0],0,100,[0+0],[0.7+0.3+0],0,100,0,0
113104,尤达米尔领域,446,Lightning,0,1,0,[1.0+1.0],0,100,[0+0],[0.5+0.2+0],0,100,0,0
113105,防御加强BUFF,411,Defense_Enhanced,0,1,1,[1.2+1.2],0,1,[0+10],[],0,100,0,0
113201,尤达米尔3技能特效,1607,1600_Skill3_Effect1,0,1,0,[1.0+1.0],0,-1,[0+0],[],0,100,0,0
113202,尤达米尔斩杀命中特效,101103,101100_Skill3_Hitbuf,0,1,0,[1.0+1.0],0,100,[0+0],[],0,100,0,0
113203,尤达米尔刺杀命中特效,101105,101100_Skill4_Hitbuf,0,1,0,[1.0+1.0],0,100,[0+0],[],0,100,0,0
113204,尤达米尔斩杀子弹特效,101104,101100_Skill3_Bullet1,0,1,1,[1.0+1.0],0,100,[0+0],[],0,100,0,0
113205,尤达米尔气流斩释放,101102,101100_Skill3_Attack,0,1,0,[1.0+1.0],0,100,[0+0],[0.13+0.5+0],0,0,0,0
113206,尤达米尔审判电光,446,Lightning,0,1.5,0,[1.0+1.0],0,100,[0+0],[0.5+0.2+0],0,100,0,0
113401,闪电风暴命中,1406,1400_Skill3_Hit,0,1,0,[0.8+1.5],0,1,[0+0],[0.36+0+0],0,100,[1402+0],0
113501,时之终焉连打,101001,101000_Buff1,0,1,0,[2.0+4.0],0,-100,[-100+180],[],0,100,0,0
120201,恶灵深渊展开,444,Dead_Marshes1,0,0.4,0,[1.0+1.0],0,-100,[0+0],[],0,0,0,0
120202,暗影炮,443,Shadow_Bullet,0,1,0,[1.0+1.0],0,1,[0+-70],[],0,0,0,0
120203,恶灵深渊持续,444,Dead_Marshes2,0,1,1,[1.0+1.0],0,-100,[0+0],[],0,0,0,0
120204,恶灵深渊buff,444,Dead_Marshes2,0,1,1,[1.0+1.0],0,-100,[0+0],[],0,0,0,0
120205,死神普攻命中特效,100005,100001_Hit1,0,1,0,[1.0+1.0],0,1,[0+0],[],0,0,0,0
120206,暗影炮,443,Shadow_Bullet,0,1,0,[1.0+1.0],0,-100,[0+0],[],0,0,0,0
120207,旋转镰刀特效,100006,100001_Skill5_Bullet1,0,2,1,[1.0+1.0],0,100,[0+50],[],0,0,0,0
120208,扔镰刀动作特效,100007,100001_Skill5_Bullet2,0,1,0,[0.8+0.8],0,100,[0+0],[],0,0,0,0
120209,死神镰刀斩杀特效,100005,100001_Hit1,0,1,0,[2.0+2.0],0,100,[0+0],[],0,0,0,0
130100,护盾,414,GeneralShield,0,1,1,[1.3+1.3],0,1,[-40+60],[],0,100,0,0
140200,精灵之光,448,1300-Cure,0,1,1,[0.6+1.9],0,3,[0+850],[],0,0,0,0
150201,恶灵深渊,444,Dead_Marshes4,0,1,0,[1.0+1.0],0,1,[0+0],[],0,0,0,0
150203,恶灵深渊buff,444,Dead_Marshes2,0,1,1,[1.0+1.0],1,-100,[0+0],[],0,0,0,0
161001,投石机普攻子弹命中,430,Catapult_hit,0,0.8,0,[1.3+1.3],0,-1,[0+0],[],0,100,[20901+0],1
161002,投石机燃烧弹子弹命中,20905,20903_Skill1_Hit,0,0.8,0,[1.3+1.3],0,-1,[0+0],[],0,100,0,0
161003,群体燃烧,1003,504100_HitBuff,2500,1,1,[1.8+2.0],0,-1,[0+0],[],1000,800,[20904+0],0
161004,个体燃烧,201,Burning_Buff,800,1,1,[3.4+3.4],0,1,[0+0],[],0,500,0,0
161201,骷髅嗜血光环,201,Hero_Export_Buff1,0,1,1,[0.5+0.5],0,-100,[0+0],[0.2+0.5+0],500,0,0,0
161402,尸气弹中毒,445,Poisoning,0,2,1,[1.2+2.0],0,1,[0+20],[],0,0,0,0
161403,毒雾特效,434,Poisonous_Fog3,0,1,1,[2.5+1.5],0,1,[0+20],[],1000,1000,0,0
161404,尸气弹爆炸,100204,Skill2_Explosion,0,0.8,0,[1.2+2.0],0,1,[0+0],[],0,0,[100206+0],0
161405,瞄准特效,425,Shooter_Aim,0,0.5,0,[1.5+0.9],0,-100,[0+40],[],0,0,0,0
161501,鲜血凋零地面效果开始,441,Dark_Start,0,1,0,[1.0+1.0],0,-100,[0+0],[0.27+0.5+0],0,0,0,0
161502,鲜血凋零地面效果循环,442,Dark_Loop,9500,1,1,[1.0+1.0],0,-100,[0+0],[0.27+0.5+0],0,100,0,0
161503,鲜血凋零地面子弹效果,440,Dark_Bullet,0,2,0,[1.0+1.0],0,1,[0+0],[0.2+0.1+0],0,0,[40805+0],0
161504,通用流血(移动中心点为基点),405,Blood_Buff,0,1.5,1,[1.2+2.0],0,1,[0+-90],[],0,100,0,0
161505,吸血鬼普攻2刀光,40904,40900_Attack2_Effect1,0,1,1,[1.54+1.54],0,1,[0+0],[],0,0,0,1
161701,召唤巫妖紫色雾气,421,Ptomaine,0,1,1,[2.0+2.0],0,1,[0+0],[],0,100,0,0
161702,召唤巫妖法阵气流,436,Circle_Light,0,0.6,1,[1.0+1.0],1,100,[225+0],[],300,500,0,0
161703,召唤巫妖紫色法阵,437,Violet_Circle,4000,0.6,1,[1.0+0.4],0,-500,[225+0],[],300,500,0,0
161704,毒雾特效,434,Poisonous_Fog3,0,1,1,[2.5+1.5],0,1,[0+20],[],1000,1000,0,0
161705,瘟疫之源吸魂子弹,447,Plague_Soul,0,1,1,[1.0+1.0],0,1,[50+100],[0.18+0.5+0],0,0,0,0
161706,召唤巫妖紫色雾气,421,Ptomaine,0,1,1,[2.5+3.0],0,1,[0+0],[],0,100,0,0
161707,召唤子弹结束,201,Born_buff,0,1.6,0,[1.0+1.0],0,3,[225+0],[],0,100,0,0
161708,吸魂特效,40504,40500_Charging_Effect1,0,0.8,0,[1.5+1.5],0,1,[-20+-110],[0.27+0+0],0,0,0,3
162101,精灵弓箭手高能箭子弹,30104,30104_Attack1_Bullet,0,1,1,[1.3+0.9],0,1,[0+0],[],0,0,0,0
162301,死亡沼泽展开,444,Dead_Marshes1,0,0.4,0,[0.8+0.7],0,-100,[0+0],[],0,0,0,0
162302,死亡沼泽持续,444,Dead_Marshes2,0,1,1,[0.8+0.7],0,-100,[0+0],[],0,0,0,0
162401,射击特效,321101,Attack2_Effect1,0,1,0,[1.0+1.0],0,100,[59+65],[],0,0,0,0
162402,防御塔子弹,447,Plague_Soul,0,1,1,[1.2+1.2],0,1,[0+0],[],0,0,0,0
162404,死亡爆炸特效,321101,Death2_Effect1,0,1,0,[1.0+1.0],0,100,[0+0],[],0,0,0,0
162406,射击特效,321101,Attack2_Effect1,0,1,0,[1.2+1.2],0,100,[59+37],[],0,0,0,0
162407,防御塔子弹,447,Plague_Soul,0,1,1,[1.6+1.6],0,1,[0+0],[],0,0,0,0
162408,升级特效,321101,Change1_Effect1,0,1,0,[2.0+2.0],0,1,[0+0],[],0,0,0,0
162409,死亡爆炸特效,321101,Death2_Effect1,0,1,0,[2.9+2.6],0,100,[0+-40],[],0,1000,0,0
162410,Lv2待机特效,321101,Stand2_Effect1,0,1,1,[1.6+1.6],0,-100,[0+0],[],0,0,0,0
162411,老铁匠传送门,449,1300-Delivery3,0,0.5,1,[2.0+2.0],0,-1,[0+150],[],0,0,0,0
162501,大将军普攻1,110401,Attack1_Effect1,0,1,0,[1.0+1.0],1,2,[0+0],[],300,500,0,0
162502,大将军普攻2,110401,Attack2_Effect1,0,1,0,[1.0+1.0],1,2,[0+0],[],300,500,0,0
162503,大将军挥击,110401,Skill1_Effect1,0,1,0,[1.0+1.0],1,2,[0+0],[],300,500,0,0
162504,大将军插地,110401,Skill2_Effect1,0,1,0,[1.3+1.5],1,0,[0+0],[],300,2000,0,0
162505,大将军闪电,110401,Skill3_Effect1,0,1,0,[1.0+1.0],0,100,[0+0],[],300,500,0,0
162506,大将军闪电子弹特效,110401,Skill3_Effect1,0,1,0,[2.5+2.5],1,2,[-400+-400],[],0,1000,0,0
162507,闪电击中特效,446,Lightning,0,1.5,0,[1.0+1.0],0,100,[0+-110],[],0,100,0,0
162601,冰法冰弹子弹,1103,1100_Skill1_IceBullet,0,1,1,[1.4+3.2],1,100,[160+10],[],0,0,0,0
162602,冰弹命中表现,1102,1100_Skill1_Hit,0,1,0,[2.0+2.0],0,3,[0+0],[],0,0,[1102+100],0
162603,通用燃烧(移动中心点为基点),201,Burning_Buff,0,1,1,[3.4+3.4],0,1,[0+0],[],0,100,0,0
162604,通用减速(移动中心点为基点),202,SlowDown,0,1,1,[1.5+1.0],0,1,[0+20],[],0,100,0,0
165202,火法的火雨子弹结束,1004,FireRain_Hit,0,0.7,0,[1.5+1.0],0,-1000,[0+0],[0.44+-0.3+0],0,500,0,0
165203,火法的火雨命中,1005,1000_Skill1_Hit,0,1,0,[0.5+0.5],0,1,[0+0],[0.44+-0.3+0],0,100,0,0
165204,火法的火雨子弹,1004,FireRain,0,1,1,[1.5+1.5],0,1,[0+0],[0.44+-0.3+0],0,0,0,0
165205,激光炮起手特效,108600,108600_Skill1_Effect1,0,1,0,[1.0+1.0],0,100,[0+0],[],0,0,0,0
165206,激光炮循环特效,108600,108600_Skill1_Effect2,0,1,1,[1.0+1.0],0,100,[0+0],[],0,0,0,0
165207,激光炮施放特效（最高伤害）,108600,108600_Skill1_Effect3,0,1,0,[1.0+2.0],0,500,[0+-100],[],0,0,0,0
165208,激光炮施放特效（中等伤害）,108600,108600_Skill1_Effect3,0,1,0,[1.0+1.0],0,100,[0+-20],[],0,0,0,0
165209,激光炮施放特效（最低伤害）,108600,108600_Skill1_Effect3,0,1,0,[1.0+0.5],0,100,[0+40],[],0,0,0,0
165210,龙喷气特效,108600,108600_Skill2_Effect1,0,1,0,[1.0+1.0],0,500,[0+0],[],0,0,0,0
165211,火焰残骸身后,1003,504100_HitBuff,0,1,1,[1.8+1.8],0,-1,[0+0],[0.44+-0.3+0],1000,800,0,0
165212,火焰残骸身中,1003,504100_HitBuff,0,1,1,[1.8+1.8],0,1,[0+0],[0.44+-0.3+0],1000,800,0,0
165213,火焰残骸身前,1003,504100_HitBuff,0,1,1,[1.8+1.8],0,3,[0+0],[0.44+-0.3+0],1000,800,0,0
165501,死灵镜面出现,449,1300-Delivery1,0,1,0,[1.0+1.0],0,-1,[0+150],[0.22+-0.22+0],0,0,0,0
165502,死灵镜面待机,449,1300-Delivery3,0,1,1,[1.0+1.0],0,-1,[0+150],[0.22+-0.22+0],0,0,0,0
165503,死灵镜面消失,449,1300-Delivery2,0,1,0,[1.0+1.0],0,-1,[0+150],[0.22+-0.22+0],0,0,0,0
165601,召唤水晶底座,321001,321000_Stabd1,0,1,1,[1.0+1.0],0,-1,[0+0],[],0,100,0,0
165602,召唤水晶底座,321001,321000_Stabd2,0,1,1,[1.0+1.0],0,-1,[0+0],[],0,100,0,0
165603,蓝变红特效,321001,321000_Bule_Change1,0,1,0,[1.0+1.0],0,100,[0+0],[],0,100,0,0
165604,红变蓝特效,321001,321000_Red_Change2,0,1,0,[1.0+1.0],0,100,[0+0],[],0,100,0,0
165605,蓝色召唤,321001,321000_Skill1,0,1.5,0,[1.0+1.0],0,100,[0+0],[],0,100,0,0
165606,红色召唤,321001,321000_Skill2,0,1.5,0,[1.0+1.0],0,100,[0+0],[],0,100,0,0
165607,蓝变红特效,321001,321000_Change1,0,1,0,[1.0+1.0],0,100,[0+0],[],0,100,0,0
165608,红变蓝特效,321001,321000_Change2,0,1,0,[1.0+1.0],0,100,[0+0],[],0,100,0,0
165609,冰冻(移动中心点为基点),202,IceBlock,0,1,1,[1.3+1.3],0,1,[0+0],[],800,0,0,0
165701,无限镜面出现,449,1300-Delivery1,0,1,0,[1.0+1.0],0,-1,[0+150],[0.4+-0.25+0],0,0,0,0
165702,无限镜面待机,449,1300-Delivery3,0,1,1,[1.0+1.0],0,-1,[0+150],[0.4+-0.25+0],0,0,0,0
165703,无限镜面消失,449,1300-Delivery2,0,1,0,[1.0+1.0],0,-1,[0+150],[0.4+-0.25+0],0,0,0,0
221303,狼王光环,201,Hero_Export_Buff2,0,1,1,[1.0+1.0],0,-100,[-45+5],[],500,0,0,0
301301,艾丽卡传送门出现,449,1300-Delivery1,0,1,0,[1.0+1.0],0,-1,[0+150],[],0,0,0,0
301302,艾丽卡传送门循环,449,1300-Delivery3,0,1,1,[1.0+1.0],0,-1,[0+150],[],0,0,0,0
301303,艾丽卡传送门消失,449,1300-Delivery2,0,1,0,[1.0+1.0],0,-1,[0+150],[],0,0,0,0
301304,艾丽卡熊普攻命中特效,426,Bear_hit,0,0.5,0,[1.0+1.0],1,1,[0+0],[],0,0,0,0
301305,艾丽卡熊出生特效,428,Exploded,0,0.8,0,[2.0+1.5],0,-1,[0+0],[],0,100,0,0
301306,艾丽卡熊攻击刀光1,402,Attack_Effect8,0,1,0,[1.0+1.0],0,1,[-80+0],[],0,0,0,0
301307,艾丽卡熊攻击刀光2,402,Attack_Effect9,0,1,0,[1.0+1.0],0,1,[0+0],[],0,0,0,0
301308,艾丽卡熊攻击刀光3,402,Attack_Effect10,0,1,0,[1.0+1.0],0,1,[-80+0],[],0,0,0,0
310500,炎爆技能触发效果,428,Exploded,0,1,0,[2.2+2.0],0,-100,[0+0],[],0,0,[10702+0],0
321100,射击特效,321101,Attack2_Effect1,0,1,0,[1.0+1.0],0,100,[45+65],[],0,0,0,0
321101,防御塔子弹,447,Plague_Soul,0,1,1,[1.0+1.0],0,1,[0+0],[],0,0,0,0
321102,升级特效,321101,Change1_Effect1,0,1.2,0,[2.0+2.0],0,1,[0+0],[],0,0,0,0
321103,死亡爆炸特效,321101,Death2_Effect1,0,1,0,[1.0+1.0],0,100,[0+0],[],0,0,0,0
321104,Lv2待机特效,321101,Stand2_Effect1,0,1,1,[1.0+1.0],0,-100,[0+0],[],0,0,0,0
370001,BUFF光效,410101,Death1_Effect1,0,0.7,1,[1.0+1.0],0,-500,[0+0],[],0,0,0,0
370002,石柱+ATK,401,Attack_Enhanced,0,1,1,[1.2+1.2],0,1,[0+10],[],0,100,0,0
370003,石柱减速,434,Poisonous_Fog3,0,1,1,[1.2+1.2],0,1,[0+40],[],1000,1000,0,0
370004,蓝色石柱出生光效,410102,410100_Birth1,1400,1,1,[1.3+1.3],0,1,[8+3],[],100,300,0,0
